"code","iso","country","USD.raw.2000","USD.raw.2005","USD.raw.2010","USD.raw.2016"
104,"MMR","Myanmar",1629.87037778,967.58036573,595.759702989,345.789097464
516,"NAM","Namibia",2077.2528121,1798.93391643,1826.82621656,1238.73304722
520,"NRU","Nauru",NA,NA,NA,NA
524,"NPL","Nepal",2887.92722682,1745.21279818,1244.11514143,637.010303311
528,"NLD","Netherlands",2.08491896129,1.85020606535,1.80508256479,1.66552680591
530,"ANT","Netherlands Antilles",NA,NA,NA,NA
540,"NCL","New Caledonia",NA,NA,NA,NA
554,"NZL","New Zealand",2.51988316232,2.25876755585,2.56225110555,1.88448114427
558,"NIC","Nicaragua",714.683112495,400.823379707,233.599356611,168.704703116
562,"NER","Niger",7988.32740369,6445.21590482,4388.5400751,3501.35181933
566,"NGA","Nigeria",4030.42011562,4564.84909648,3622.4917114,2084.44146089
570,"NIU","Niue",NA,NA,NA,NA
574,"NFK","Norfolk Island",NA,NA,NA,NA
408,"PRK","North Korea",385.593633996,234.914858216,178.736235809,160.310501565
580,"MNP","Northern Mariana Islands",49.1008099066,49.1909585207,52.3788536863,54.2930460283
578,"NOR","Norway",1.62785604634,1.70576255195,1.78092628859,1.35856918055
512,"OMN","Oman",26.9926813732,20.4575035178,19.4764562606,18.93545007
586,"PAK","Pakistan",1383.335199,1211.77700941,1198.08590567,752.559599071
585,"PLW","Palau",NA,NA,NA,NA
591,"PAN","Panama",223.932418608,218.264928231,203.797396665,141.51747756
598,"PNG","Papua New Guinea",1783.72244392,1625.42750333,1472.15060887,1004.49954515
600,"PRY","Paraguay",358.60982661,227.077366001,141.118946695,113.216615381
604,"PER","Peru",272.495625666,182.340171158,137.01563848,108.121222005
608,"PHL","Philippines",291.729729765,236.810140405,166.258400089,99.2740594747
612,"PCN","Pitcairn",NA,NA,NA,NA
616,"POL","Poland",17.6236004098,16.1027878643,15.4763964578,13.6968656523
620,"PRT","Portugal",5.10757601592,4.61667895616,4.50438545472,3.96014311513
630,"PRI","Puerto Rico",26.9917697564,32.7810077137,33.9453174073,32.5592931161
634,"QAT","Qatar",16.6137234572,13.1619867868,10.7227050858,10.1911610207
178,"COG","Republic of Congo",2450.32623409,2664.15752647,2519.65754697,1894.21898354
638,"REU","Reunion",NA,NA,NA,NA
642,"ROU","Romania",121.998630896,81.7829257582,57.3537488942,42.8710428214
643,"RUS","Russia",68.8380274659,45.9825198041,35.1207291497,32.4478710161
646,"RWA","Rwanda",3455.11726645,3238.79634933,1962.89822046,1369.15111598
654,"SHN","Saint Helena",NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA
662,"LCA","Saint Lucia",141.139848255,106.202451232,91.8740228299,84.1421569117
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",168.049340127,113.941655857,98.7963540397,95.8174876779
882,"WSM","Samoa",81.5906929523,67.2334624414,66.534113656,64.5947605559
674,"SMR","San Marino",NA,NA,NA,NA
678,"STP","Sao Tome and Principe",2071.38744097,1808.10831011,838.975017091,375.486902982
682,"SAU","Saudi Arabia",93.680848278,54.9079942771,31.6978685819,20.7487223502
686,"SEN","Senegal",3401.39127419,2126.64614533,1748.83018587,1448.73801444
688,"SRB","Serbia",18.1537004927,14.5628512768,11.9047144807,12.2496075364
690,"SYC","Seychelles",49.3741983174,44.7934554349,43.5344715455,33.2173529181
694,"SLE","Sierra Leone",5558.05583637,5428.90815606,4832.88775152,3385.72393405
702,"SGP","Singapore",2.26836615999,1.44394636413,1.07196286685,0.877424085529
534,"SXM","Sint Maarten",NA,NA,NA,NA
703,"SVK","Slovakia",13.0125825805,13.7740961172,12.9756836851,11.799298342
705,"SVN","Slovenia",11.6168276461,11.7210233127,11.7338582357,11.3615030427
90,"SLB","Solomon Islands",848.355848499,755.51617525,685.791076822,488.647643797
706,"SOM","Somalia",3517.33452153,3215.06527571,3451.95759964,2502.6063971
710,"ZAF","South Africa",1617.92276999,1157.74570867,877.541918884,599.815637623
410,"KOR","South Korea",2.960482827,1.91018692733,1.54093967498,1.30441570111
728,"SSD","South Sudan",4215.85921695,3421.10238108,3007.18033405,2819.87849866
724,"ESP","Spain",1.8590765365,1.39481422608,1.10024148334,0.860584081359
144,"LKA","Sri Lanka",178.092829908,127.078277759,94.7562717785,68.5587865242
275,"PSE","State of Palestine",49.4155136912,35.0013755081,53.4030753257,42.7934674702
729,"SDN","Sudan",1871.77468272,1372.21353949,1044.85149392,665.078274807
740,"SUR","Suriname",345.826325922,232.770854239,174.742340529,134.548380608
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA
748,"SWZ","Swaziland",3419.0061007,3200.91257795,3040.15028644,2036.54421378
752,"SWE","Sweden",2.14237964211,2.22743560523,2.52895295644,2.15179221253
756,"CHE","Switzerland",1.99056879788,1.87593852351,1.85414589608,1.49631115328
760,"SYR","Syria",52.2697053312,36.8682407055,26.0778414384,22.3609999773
158,"TWN","Taiwan",18.5081072549,14.5649280829,13.0592134592,11.5301033035
762,"TJK","Tajikistan",1884.13451925,903.535283671,727.408827223,492.983525172
834,"TZA","Tanzania",3491.96605631,2748.26019988,2378.97367264,1684.85715605
764,"THA","Thailand",46.5162039656,31.3799823115,21.550511993,14.6645763505
626,"TLS","Timor-Leste",3423.42850118,2563.29021764,1449.9457315,790.10052407
768,"TGO","Togo",2929.4159184,2477.50276618,2028.18421302,1513.43883198
772,"TKL","Tokelau",NA,NA,NA,NA
776,"TON","Tonga",149.757315229,119.286059209,103.738706157,91.0402482912
780,"TTO","Trinidad and Tobago",80.0152206437,45.87746784,36.9692128771,40.6810887283
788,"TUN","Tunisia",46.3241667694,40.7908076057,40.2578696032,36.8671315561
792,"TUR","Turkey",201.789462476,80.1029768933,39.5209419674,29.3128084995
795,"TKM","Turkmenistan",1052.43292596,517.554909922,260.35096461,141.221477128
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,NA,NA
800,"UGA","Uganda",2756.79391211,2041.48394295,1741.21263489,1605.67590971
804,"UKR","Ukraine",48.5674839837,41.6794181111,41.4029526279,41.4181926677
784,"ARE","United Arab Emirates",27.5575288721,23.3300719169,22.3995431157,19.7143363446
826,"GBR","United Kingdom",0.62909663407,0.668417795964,0.604118239947,0.445051786007
840,"USA","United States of America",6.35207752723,7.68685205654,7.35218470131,6.40326135578
850,"VIR","United States Virgin Islands",32.2602743771,32.3198131951,34.0863739042,35.355390659
858,"URY","Uruguay",16.9616344565,10.3581844329,6.28541792941,3.55534556224
860,"UZB","Uzbekistan",173.218113463,79.6389765558,62.2833797453,44.6326953401
548,"VUT","Vanuatu",863.769638423,711.765530734,589.082324697,442.933704297
862,"VEN","Venezuela",134.725241582,99.9658122908,75.5905764364,65.8062868451
704,"VNM","Viet Nam",223.748973426,136.19751274,86.8250234311,66.5394819719
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA
887,"YEM","Yemen",2856.94285338,2074.65149143,1336.26204975,761.883910658
894,"ZMB","Zambia",5533.04217983,4809.18903658,3450.74162445,2047.00219429
716,"ZWE","Zimbabwe",1267.42760625,1581.03396224,2124.18228639,1549.63004294
