"code","iso","country","NSR.raw.1961","NSR.raw.1962","NSR.raw.1963","NSR.raw.1964","NSR.raw.1965","NSR.raw.1966","NSR.raw.1967","NSR.raw.1968","NSR.raw.1969","NSR.raw.1970","NSR.raw.1971","NSR.raw.1972","NSR.raw.1973","NSR.raw.1974","NSR.raw.1975","NSR.raw.1976","NSR.raw.1977","NSR.raw.1978","NSR.raw.1979","NSR.raw.1980","NSR.raw.1981","NSR.raw.1982","NSR.raw.1983","NSR.raw.1984","NSR.raw.1985","NSR.raw.1986","NSR.raw.1987","NSR.raw.1988","NSR.raw.1989","NSR.raw.1990","NSR.raw.1991","NSR.raw.1992","NSR.raw.1993","NSR.raw.1994","NSR.raw.1995","NSR.raw.1996","NSR.raw.1997","NSR.raw.1998","NSR.raw.1999","NSR.raw.2000","NSR.raw.2001","NSR.raw.2002","NSR.raw.2003","NSR.raw.2004","NSR.raw.2005","NSR.raw.2006","NSR.raw.2007","NSR.raw.2008","NSR.raw.2009","NSR.raw.2010","NSR.raw.2011"
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",-504.342681110068,-751.202290440198,-589.540464155698,-826.000692296246,-136.055025543008,-1103.66852270352,358.371807707092,-769.925942816292,-267.462373599881,-84.077120539815,-252.72355286516,774.315511170733,-53.4929258081133,94.6358917741377,-161.666992356287,245.310930123306,641.781043198616,-811.326826770466,-391.525777346838,368.873018603066,-403.128932330856,668.617483376226,-811.14592731007,-412.803805153215,-127.179452353632,-74.4121702932257,545.345260874947,474.970220066198,703.607477446755,645.113474136269,1280.60088288903,564.620507448836,842.974183605081,2357.1304007384,1265.95043424943,1084.93450459422,1456.63025554153,1637.60329524534,1721.42860610355,1402.94304817506,1486.84893156308,2979.2599482297,756.695433109408,1752.09822501119,943.383626259991,2475.2588036388,1924.18666031517,945.739524458491,1026.46953723784,1586.20674866763,1330.32823248383
40,"AUT","Austria",7472.04540041297,8545.34673564869,8739.23671190995,8707.39306376344,11568.9359726463,9830.42383704474,10370.6010848329,11271.5097900305,11298.8317450486,12241.7903653784,12833.7005943651,12613.1678706386,11856.6965020822,11042.0091025216,11205.9124464632,11731.7093238999,11387.7459520843,12150.4565171432,13352.6545350671,11959.9899464869,12632.4397604822,10880.5816939689,11546.6422761878,11675.2233036334,11467.9763358273,10176.1208953569,9809.52437052133,9890.84212590786,8927.1250631182,9315.19071501623,9327.89792295994,10004.9798011383,10028.3436975051,9480.03158544308,9676.90471899714,10199.769910671,8831.63821645285,9140.39534123723,8691.65024099983,9021.66398929139,8321.5310659556,13086.9909809305,23916.7664216915,5381.12810118622,6452.84641172891,7304.09006577325,5445.28388788573,3844.29875905779,4359.47081645782,5196.2590582771,3988.21846661982
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",2665.01104152481,2980.21887022421,2826.26020168389,2981.44884754129,3074.33200270116,3402.38269558549,3316.90954297819,3368.23887874629,3437.5499413629,3685.60230867159,3745.75948483134,4163.30642506924,3810.22744611563,3659.2272036967,3964.08154511168,4275.64842321077,4490.46331052484,4624.12228999589,4931.73963031424,4468.01188428266,4383.83376227034,4741.0324344259,4958.55751956086,5232.657987208,4967.52677288089,5417.38230574805,5915.44921642561,6412.05522755099,6766.88409733668,6677.73854625397,7349.03274969457,7449.69272855396,7756.16177668215,8525.56819592351,9462.32905504372,9501.98440549954,8634.38348182996,8527.6990925003,8730.66077192515,8363.61730584653,9025.04392678625,9124.21125066979,8261.78346625933,8681.96916489097,8489.67587086714,9156.42271936074,8548.35864402231,9607.54191616843,8841.56147242818,8336.00418554783,9562.11677613434
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",295.634171721908,378.955827229923,435.926790850852,436.162865559657,484.618724555044,453.450307308268,516.973815921809,518.683518464082,622.945010797974,652.464936509543,701.750830991363,628.460104828487,504.650941156964,549.184951718938,575.592423841205,724.025852184831,660.461826383275,605.507242527637,579.684499751609,674.880584279705,689.505390958142,713.968164239604,923.94451963715,647.959605698511,708.631638021369,645.697871731158,905.469477774343,307.35785653953,209.410091651038,453.617492922477,384.457985053439,493.221123373426,370.434749798624,414.05347760022,597.492239064031,476.223023873096,572.565026038687,302.161679605895,1052.43623411064,226.379741232609,234.911914326469,551.431832601883,-443.410988971231,-481.18534780629,-391.98075600592,-304.219579708662,-164.114325368406,-264.271729370531,-3.77729412226813,-59.7330272979434,-143.802590040618
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",935.012886215869,950.212114409184,963.725200640242,984.943816209985,1005.21953279795,1019.17302888591,1034.51566494958,1037.9101583033,1056.90432143701,1078.93127597318,1098.38647726724,1119.12349266216,1137.0444167501,1212.60528980159,1259.02617161332,1296.01542886338,1313.75843996234,1334.65448422197,1340.63521731909,1332.8339594914,1319.99272034221,1390.85388322756,1436.68200725232,1396.94485495051,1612.72339610877,1759.69325768069,2042.05147388873,2499.54717587334,2525.38892980431,2237.64642689886,2255.63283225261,2112.76408206718,1959.91399089942,2013.80032842344,2026.4586488228,1813.42031261809,1702.12715680512,1674.57328090012,1836.09985651165,2556.56623497371,2245.33851884967,3289.97940032501,3120.20694759487,2454.6425926681,1991.20532532663,1947.18570588529,1980.3820172088,2052.52999470553,3206.55533735248,2421.63632207317,1914.11423403062
68,"BOL","Bolivia",800.589864192076,819.750801161125,769.654850149659,897.732798692191,823.336559663433,939.259884170915,1187.20489609956,990.664884878798,1040.4942560244,1150.69894764752,1362.2143056508,1478.30682348007,1173.88353394029,1417.57154400755,1275.87283905084,1406.25839548767,1673.85292549879,1616.28864618931,1564.12370132046,1677.02585079633,1670.23381206064,1644.19510256052,2575.71060243712,1611.88397026448,1391.62038428895,1676.53065108893,1858.84448877623,1887.67768206751,2329.33541459308,1741.94709392218,1836.11960686296,1885.98156328705,1864.50528909961,2532.34712631648,2386.21334178676,2389.18464670092,2696.87386788071,2400.74077941459,2404.98785133508,2539.56381114342,2429.49981452989,2533.25842998157,2951.02047584791,3069.95608665227,3127.51739028445,2875.41156060399,3005.96026188642,2768.07517660115,2759.53133771951,3688.63112762887,3812.50508471893
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",1181.89622923044,3430.46397112515,3440.7972920131,4425.41030859366,5409.30216987196,2910.32537224964,1684.23627352366,2196.27895946114,1516.44204071273,1767.2464084901,1062.58981450742,2167.66455754092,2209.65383946322,1347.68977538202,1969.39651666463,1222.54815632672,1682.66205549587,2301.26847837427,3021.62048825804,1562.04471019808,1530.91925317081,3370.44752866565,3400.43578712619,3241.36551096279,2197.451505701,2051.35860528955,2017.14482727736,900.682840836319,1173.56532854192,1578.47734236729,1915.53009223383,2539.73514821252,1753.982383674,1214.89687359944,2767.1309510389,1794.41627547422,3076.87307340623,5901.47963294679,5330.06806530815,3500.38013431877,7355.34599223492,4456.6751639455,2947.13539516959,2020.58551757091,2160.30962164015,1805.45357428205,3610.61289945438,2069.32359548053,1757.56501230393,1939.90736860924,1443.91270973428
76,"BRA","Brazil",1621.74324944155,1534.3869772994,1603.6346903625,1615.23915018941,1543.51985445851,1767.3591822055,1662.13140010984,1756.56522248647,1852.94426064152,2142.21259432572,2133.06494839155,2640.35342674504,2580.42626320932,2776.4297854818,3111.08772489672,3403.51607722629,3740.35818451686,3750.04778008657,3867.79154303046,4333.25084114551,3868.10416919806,3481.56162546788,3910.48384153464,4082.82115046041,3962.23236170115,3937.12287018809,3995.6524593155,3692.12582681362,4065.41298595364,4376.57255019846,4048.73619126749,4222.11057674958,5327.6152965646,5249.65427350844,5146.0343957627,5416.03905663076,5870.72049593202,6712.12075905356,6440.61159594695,6509.13941851005,6446.48216108187,6906.16695006313,7456.54165034147,6719.17778433945,6696.88405328443,6966.86203026754,8068.87176178526,6995.61149542008,7158.86168328535,8105.50996003649,9088.51129657468
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",2277.6951634235,2070.75686594459,2686.75623424989,4062.860736537,5920.12864567947,6730.08956989298,8286.90841217697,11206.0117456028,10755.9497170468,10134.9671311973,8376.79405050412,8892.03917348605,8969.22432015526,9335.24801528717,10198.7765503118,8981.91056848862,9930.88597791087,10799.7493248362,11643.8601060815,13591.346819021,14968.7022697219,14548.5345167644,16564.4884333837,13691.4123107716,17535.3879532824,13833.1417859631,14932.4065843057,16674.0418427887,13724.7378546007,13501.2215607518,9850.06336094627,4574.04968714294,4079.70252879287,4439.63431670619,1324.8026532391,5098.46031788161,3114.43056756299,2739.12986556039,2213.02283626315,3989.85279090704,3530.87809151388,6490.12185190962,10355.7760316978,4846.74865531134,4312.68710257028,2759.24177862366,6965.8238202833,3658.32066723765,6200.93583584553,4845.51275141602,7978.39807049844
854,"BFA","Burkina Faso",223.087688915353,130.840028781402,76.5809465919583,65.6247042294076,124.909733377752,116.631286608156,130.658062328151,41.0555592532514,116.395226853616,114.581937556995,219.583040008768,186.865790781517,195.891607633539,116.070305784912,34.7098090951854,185.544257867335,126.170506415829,154.661002518668,95.9728934454984,102.33930291847,159.239873743627,190.466942765256,297.676232721196,324.450614274869,144.291373921245,116.833941955727,259.302907259003,152.571418331046,196.213986106535,380.741212730826,32.4630177233021,111.611797616602,176.432794344523,351.744433915203,350.881099221987,320.759129899702,724.293235855706,404.064037424942,505.097128264064,447.223137919203,61.3027755319599,108.869590286353,566.707454438472,741.671579931337,573.461544345919,446.008874779908,719.317256195696,429.765738832137,700.172835466309,673.307500448148,758.16702515401
108,"BDI","Burundi",-60.7391211044173,-50.6753067907966,-6.95669563129877,-52.0884165850359,-13.7118197699733,11.5428887858525,9.84885384690597,18.3256261533468,19.6292874629326,45.4483014272948,51.3714768204161,149.024704664736,67.2331923922213,171.281479121084,107.354933278408,140.493018322322,111.059143756556,53.8101151437377,87.2018305193508,173.971467376711,26.9213995958191,121.091463700944,206.494405900858,119.704832706865,162.809104720761,142.728832717894,135.597117931871,164.952133213816,241.444134398796,129.228816535342,113.523647061958,202.026927155737,171.613320440682,200.941238618323,162.586494695646,202.834933781713,201.178616760337,309.406675033732,434.975563837666,446.119496907925,355.851708212134,202.090992486434,199.321217665911,253.762408403363,394.455197391926,403.318884088048,325.241269690473,457.837497315404,409.705775978053,483.602924745771,587.647922357879
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",128.014660849429,151.620983162332,185.128445164489,198.022261290923,242.853814290416,398.436785866268,529.053027966001,634.207626609181,517.947204074197,679.528372206263,627.475053312475,587.890050288666,688.271945737983,623.138744923864,425.708226232469,648.395630931639,1009.44962599448,954.548704863933,970.388261765835,1006.47624471194,1029.72233403159,894.474858703342,1100.11087420225,1380.52306794352,1369.01930171677,1124.92325353139,1473.591368219,1207.80478773784,1125.11613707343,883.197660389122,620.289525384577,682.702795427614,660.645035734881,775.909877892059,647.080520876104,687.366696344319,718.736771637343,674.459993806156,1015.3667741207,960.993827279647,1038.22755375329,865.158132955779,761.180242317239,1075.09546107945,655.365896597133,653.38006745646,594.702624947638,636.42042580508,546.96023118178,418.912184277602,882.415649924258
124,"CAN","Canada",191.312724924544,-921.784046832027,-1249.75426474547,-546.550578256419,-687.866880480719,-970.788681240868,71.2569598359341,-709.918717408123,-818.306955924223,-245.28600592861,-760.381264928573,-69.5966656650435,306.109823383496,936.903066758397,413.511323891478,50.2441866760091,821.295888962202,945.775299037306,1450.79653274186,1686.28724890273,1072.95384004754,1235.39530436662,2331.2434563146,2842.34780805512,1975.8641261822,934.048054806726,1569.13021254824,2628.09986295661,1915.05337472503,1110.53103936677,1651.69583989588,2288.84525323987,2242.07429372826,2498.80902459559,2852.7162320211,2716.84270813837,3078.0741679436,2746.03630244767,2676.63062964415,2665.78154856748,3388.46826384198,4818.25461974425,2950.44896929164,2574.47360122657,3091.14057604049,1818.7689538486,4122.16250978321,2633.32559144362,3153.28285178323,4037.72478175882,5146.85429909297
132,"CPV","Cape Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",431.406910572568,381.985999242545,403.824862121054,425.628385056719,488.86068813453,546.686686808689,574.36901288889,559.319946401273,548.140693662715,597.3494349686,668.122927505617,593.251986698573,582.666170125842,785.137529055101,811.946851752726,854.45616823205,943.901632386711,926.029734321336,902.857012805643,1121.24299068778,1213.1201467897,1137.71649749319,1299.94921211265,1342.27910484417,1537.7141929139,1239.07607527143,1466.27582473985,1429.87290676733,1645.85792436236,1557.29647237012,1658.07603407963,1746.85132996183,1920.52901796754,1643.59205139246,1649.12057934517,1552.50834586253,1530.40287035345,1575.98033427524,1676.940807573,1718.1847449448,1687.83941172103,1851.61647763564,1940.19911932338,1940.1926777851,1940.02983622045,1891.83183341877,1862.17069172882,2114.11458632843,2100.01431281619,2390.93270973761,2357.00154576607
148,"TCD","Chad",171.72423728957,169.126148662703,-82.071202523482,101.074958919301,245.663358775681,60.7941357729615,88.8307733477036,55.1275586314807,103.023194791062,186.938337197845,197.819716430405,353.379231222066,389.888081154915,283.012974095442,159.62159715931,263.409565518143,277.293067305688,315.583853357368,259.064587370554,265.647523382638,523.377107183795,445.277540241046,330.512150265471,511.958233715445,203.363941682066,246.168772912715,216.903864131338,29.2119341697971,262.623267524045,216.998743938309,303.105250052246,300.510463925609,479.643544471344,55.160209269236,389.79408790228,523.810503037784,342.247244290865,605.016203572801,604.396421106851,742.521560480009,571.126420566759,661.264016431596,193.609165833626,295.738171916618,110.693913905036,133.970863526524,29.7317609046945,112.173660278791,124.16471325716,157.06270241866,366.225294181567
152,"CHL","Chile",424.976395421108,943.934273657218,879.802955117342,1159.55290611113,1343.65314561276,1460.32938793585,1652.75933820059,1175.56179128772,2041.77515380513,1964.72596464428,2316.06986576374,2786.89920102328,4752.98521451345,3240.02455805251,1982.81380351741,2810.57859565001,1408.29677388699,3093.86501052389,2961.21029324999,2844.48966858923,3234.86380325002,3821.99408074306,5083.95181191663,4635.31062784523,5216.14799276403,6340.42034621117,6284.32507932988,7030.1365828147,7045.98391813284,8000.55895869194,8317.1555971208,9379.87252109699,12457.3409710204,13825.223107147,14685.8952895837,16174.7983951893,14689.4311695609,14778.8975862101,18481.6246666499,16846.7721927221,15186.7554239366,16205.237407951,14189.76310266,18289.6599602512,15490.3365976366,18363.1440320416,25743.0159245263,27930.5378463663,24339.7888073039,29280.1994303019,28114.5137555149
156,"CHN","China",1162.40784739188,1273.18965147952,1289.06338140406,1464.8680402087,1840.0567469743,2316.04569735701,1871.50878885212,2112.10732744511,2506.46764160852,2805.25221717545,2829.26272234728,3360.98656826938,3589.81699935731,3074.43128647483,3820.92601835199,3666.80433481498,5390.94280706912,6480.27733914469,7290.49241043384,8609.25956990045,8018.96213985373,8117.44456389684,8779.14484366836,9450.79737826204,8920.51660301541,8645.12118579036,10668.3879948523,11920.376801,11969.0745736887,11922.9880514429,12151.5289020477,12351.5738991793,10872.208691369,11772.7708764638,14253.8515456336,14649.7533297185,13194.6640537833,12966.8501829531,13745.424743115,13013.8742028076,13349.3491408811,17557.4124635763,17624.855006516,15805.4512154221,16377.025562351,18233.043319577,18655.7802893361,22992.2745080391,24963.5121454408,22372.7154145478,20259.0183420364
170,"COL","Colombia",2999.01996260301,3370.83333747248,3460.35989806681,3722.07347050203,3543.38997400131,3445.82722506686,3676.7017266665,3660.5427538678,3868.46893969155,4209.4258052402,4441.18253094918,5184.99790689171,5434.06058652643,4874.73644803227,4389.75324854641,5166.46667295246,4999.22010882778,4050.36621703364,4741.37267763529,4813.57582454195,4748.43927677047,5261.43514630902,6021.7071355591,6699.2380088664,6762.6344148438,7756.12623170982,7931.87582462211,8224.90537748004,8188.35339059121,8857.25348732335,9048.86436594104,8591.81717098689,8747.63989455378,9058.64339537579,9552.17371754635,9989.14766659983,11170.8915233717,13146.1819626588,12480.3127485209,13839.8903566895,13010.9360605793,14950.3415346149,14651.3159315695,13575.4862592547,17402.2649471136,18316.4175690829,17795.3688215742,14944.4288048688,19161.5848846034,20278.636137943,22171.1144837526
174,"COM","Comoros",-158.292567691107,-184.566947125786,-94.3648965925845,-118.247040785598,14.7369470458432,50.3795274443837,-22.0650664738716,-153.96848639676,-128.024369328323,-100.743342534258,-6.46784524158193,32.3123992647375,-119.532344656938,-94.2905638137581,-50.23797256791,-27.7546577060725,54.9527815173894,37.4454526697914,120.471392906719,209.783396267216,261.162063942699,273.411891351792,266.471765685352,381.556336998746,297.324658618767,278.943389175038,258.130067052462,256.739884941462,213.35148951239,183.057030852627,300.740529079061,301.218195383076,332.186172039314,312.711561338959,288.33180055683,316.072314811262,331.478958474455,381.641761674217,305.105549049395,301.873566978793,255.147320001218,319.103528095372,200.879276425127,131.71481079696,97.8277112570015,134.495651890151,82.2435421073687,152.90581161569,146.51167302714,134.172056974641,172.739851943438
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
