"code","iso","country","NUE.raw.1961","NUE.raw.1962","NUE.raw.1963","NUE.raw.1964","NUE.raw.1965","NUE.raw.1966","NUE.raw.1967","NUE.raw.1968","NUE.raw.1969","NUE.raw.1970","NUE.raw.1971","NUE.raw.1972","NUE.raw.1973","NUE.raw.1974","NUE.raw.1975","NUE.raw.1976","NUE.raw.1977","NUE.raw.1978","NUE.raw.1979","NUE.raw.1980","NUE.raw.1981","NUE.raw.1982","NUE.raw.1983","NUE.raw.1984","NUE.raw.1985","NUE.raw.1986","NUE.raw.1987","NUE.raw.1988","NUE.raw.1989","NUE.raw.1990","NUE.raw.1991","NUE.raw.1992","NUE.raw.1993","NUE.raw.1994","NUE.raw.1995","NUE.raw.1996","NUE.raw.1997","NUE.raw.1998","NUE.raw.1999","NUE.raw.2000","NUE.raw.2001","NUE.raw.2002","NUE.raw.2003","NUE.raw.2004","NUE.raw.2005","NUE.raw.2006","NUE.raw.2007","NUE.raw.2008","NUE.raw.2009","NUE.raw.2010","NUE.raw.2011"
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",1.31627790184779,1.46684380226859,1.31308581862717,1.47635990563001,1.07614539095624,1.6549580430083,0.821066710788566,1.42056190880913,1.14025425673791,1.03699100346921,1.11725770157227,0.700771458035467,1.02163287926129,0.965817359358319,1.06313370571693,0.912819696141995,0.750319870907535,1.33711292016237,1.15590518424352,0.850872679188373,1.17231921318339,0.73058520017154,1.33751204555674,1.1498518143555,1.04519574912741,1.02385061632262,0.846975919314763,0.877790377261611,0.831428919304792,0.844682112546892,0.730960590672795,0.875858957781469,0.832645084111306,0.536283590769868,0.757755598644906,0.800784548226068,0.733776482502435,0.716405866152159,0.720015825723857,0.737998274543983,0.750505197909249,0.4446630433233,0.847800431663581,0.661517229160144,0.822600289691334,0.474509681842638,0.574270390994701,0.779362395784488,0.769034674548001,0.687146589076928,0.757296182026623
40,"AUT","Austria",0.386296415946963,0.356192633327697,0.357620247848851,0.367724789610643,0.273953216876748,0.358304589351136,0.364630909936227,0.351793154487434,0.35693428635232,0.319434773224164,0.330806210681403,0.321630448714099,0.358761220293183,0.38652762128477,0.370585218431538,0.380221391036252,0.381139825975065,0.380543476260819,0.324625775777766,0.390914498617274,0.360328890113623,0.430033196283692,0.410849407545539,0.424097869793853,0.426629974681433,0.435914266280849,0.45158403480084,0.474601955512719,0.489053084225891,0.493273212559315,0.489704329013754,0.457370736897757,0.455258611659559,0.482988294748601,0.479339285712222,0.457469635044732,0.515871420667476,0.506145804579142,0.526927283088146,0.490247809315118,0.53320670006577,0.413192754833386,0.264775766784447,0.665128971798865,0.605045549140022,0.555317947653238,0.627733722811772,0.734308978216316,0.691870671572714,0.654614189868237,0.736349960021309
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.468335571186745,0.420989449047646,0.466733090133739,0.447154051433065,0.433020713771826,0.395966453739626,0.417245105074708,0.421860552441744,0.41669878179573,0.393093396652891,0.381636641687366,0.349277293699107,0.398761816134216,0.404763037195934,0.402493165624238,0.373647111855161,0.37733597432254,0.369912128240254,0.349794964542647,0.390146888706298,0.389121382551703,0.377839972138256,0.386792278051169,0.367570458234066,0.378901507862906,0.35586383841366,0.345151880097719,0.334326256714326,0.343245344225327,0.345069250751932,0.330810765988909,0.33124869097173,0.326256063448755,0.291238600596016,0.27969666937461,0.286325555610023,0.304941797885957,0.322595349580113,0.334853795927456,0.362548227728791,0.339826702357716,0.342985897730965,0.371436596478545,0.355958872038069,0.373510483965079,0.360195129722939,0.389827001345177,0.371095321586812,0.393632252532004,0.415555469469914,0.374471258758743
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",0.769167054107344,0.705262262401176,0.67637040372228,0.68758820845707,0.673057244733387,0.686604048789649,0.679181761197468,0.682004973199859,0.635390418000549,0.629725610200959,0.622926855219169,0.652230958314743,0.725849555069365,0.699752988593489,0.696616743149577,0.66098684329746,0.682303889080624,0.688279718145725,0.699115044530125,0.665615278051078,0.638090472500147,0.629929294740958,0.560588783269604,0.708757779319272,0.682381213528618,0.712296776532471,0.605391606891343,0.833681152293869,0.882856183475093,0.779741183581718,0.812890601323148,0.772702270209487,0.834106215728237,0.813492062643897,0.76030380303466,0.796391489086203,0.764852443890706,0.856640947860668,0.641040642064675,0.89180950586819,0.889611576653314,0.771699220473204,1.2880210446246,1.30599751937051,1.24575806351244,1.19242251966433,1.09561613210518,1.16609829911528,1.00209551461148,1.03456377918459,1.08046671846948
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.685578217289611,0.682239807298581,0.679198841281589,0.674703781112917,0.670645127296618,0.667948581097413,0.664421972391268,0.663860435603484,0.660043731474984,0.655825701394098,0.651969664123863,0.648483592202614,0.645086312245194,0.631190407880336,0.623400588449609,0.615520253436064,0.613734621542863,0.609748120798449,0.60783008700698,0.612451556698175,0.619706216355554,0.606987821446218,0.599655780445968,0.611200002544312,0.567201665886045,0.540964142810193,0.4781613272653,0.395169840270873,0.390975077047066,0.457595040755581,0.451590021508148,0.472143090404941,0.500249277923195,0.487883962577785,0.500678440571487,0.543246734452216,0.568998353630645,0.57189210645386,0.544305071812598,0.449577621513946,0.481977817417164,0.400147184262042,0.457024587875198,0.606885507948615,0.621610351995724,0.60868846707321,0.590471727791899,0.625752745746209,0.468512192648012,0.5608228126952,0.643376948545606
68,"BOL","Bolivia",0.642088944810312,0.634421715486303,0.651483388062873,0.594126342652559,0.652072987674183,0.614136142215619,0.56922053553665,0.624919594123303,0.616536903236341,0.592201547425935,0.562569667242976,0.539403435104315,0.621271625400259,0.571062699685123,0.597094812302079,0.572490163893348,0.501227052575334,0.524786952898172,0.540126411241938,0.520885116305946,0.551504309679463,0.571087416137572,0.402680974251002,0.560391036091224,0.594504114341519,0.579392404791193,0.548536460095787,0.557956031568767,0.547212165460027,0.607387832498979,0.639225495725577,0.609555712129502,0.662588667735544,0.624871945095106,0.656211395802779,0.650529332537472,0.626654939667144,0.655992668481776,0.627105883711189,0.653926779825654,0.665912879058167,0.658145076538809,0.671997875591266,0.640769258647037,0.635349413202338,0.65115591508911,0.625673949287217,0.626072090929078,0.672485492179479,0.606793078836536,0.629674216788148
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",0.419647801048577,0.241720671271318,0.254700564266687,0.225969789332701,0.203061445020366,0.264922354418454,0.300853661986231,0.279530680432637,0.343210486535735,0.18717780734488,0.467999064648213,0.422554817502334,0.260643336445514,0.485834187749818,0.332889194521546,0.493308929395634,0.361023519536173,0.274503340483581,0.231603344686401,0.303344114027053,0.325098792218328,0.241624223318247,0.228076522107852,0.202568015015265,0.257190745344118,0.256120163811079,0.25150571051307,0.456708509420588,0.366566550377349,0.313476824644582,0.337130633611118,0.270539228019583,0.381397571214279,0.33899477496484,0.264868295420802,0.293452949029886,0.207101051421941,0.136030621260936,0.153692781574707,0.153883447678139,0.175488395594189,0.199308139241679,0.412726383718779,0.359016507172104,0.350600058363181,0.326707189950385,0.261173061475541,0.290914926058162,0.29483685753407,0.299240792528117,0.346007633919209
76,"BRA","Brazil",0.525472953438644,0.546543295974059,0.528044748734386,0.52031625706204,0.566034503048965,0.525357324148957,0.544153234332481,0.525855332610592,0.515667681354898,0.495523684252045,0.501691386427694,0.466413411348238,0.494499467487219,0.510284271236897,0.491770298659625,0.485151407683174,0.466991896142869,0.417728615787415,0.423042589896813,0.448890148455468,0.480815940286498,0.483042145443445,0.482680273643116,0.47300655675964,0.505142413940591,0.456734987415945,0.494448412110576,0.515445208563578,0.529515483215725,0.483047653873395,0.475349074449636,0.509356574717877,0.48707389090186,0.490774419535224,0.507034004786296,0.496064046812666,0.487231341631999,0.478215514751221,0.487978611032726,0.489807074066973,0.530643428807727,0.5106477168095,0.519806541977896,0.52090331493329,0.51765837880919,0.520290614139578,0.509329771267186,0.548671395401819,0.528605431879555,0.531520498848457,0.512597086895998
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",0.54684375873048,0.580221164576571,0.521842035241996,0.451482314916106,0.373389442049425,0.39940357654543,0.348584975830394,0.248863116998016,0.283606081980346,0.311431062882271,0.36083334466916,0.376902107525683,0.366168980696149,0.333958934258404,0.334567134107402,0.38299873243589,0.338023509602247,0.328863692212662,0.329380346437518,0.287293922130901,0.284576062097408,0.319531297887982,0.247047829926481,0.32169609952257,0.1983227726448,0.299931340829653,0.268374346978197,0.251283943664328,0.323357816840398,0.303458493629732,0.374865339903361,0.492169975920441,0.483173261421175,0.488694664437878,0.771655115940705,0.365280976855019,0.584845083831819,0.582917994795846,0.641865794938866,0.46489021662892,0.554348278061711,0.424713085672854,0.247776208712249,0.541935795034585,0.525403235713822,0.63814561886256,0.310777981460098,0.616769294208419,0.456495389832818,0.552577335936253,0.432911790664285
854,"BFA","Burkina Faso",0.784927698296229,0.872844065643045,0.919960498709605,0.936075576062082,0.87991387626914,0.889619169222969,0.869535204371534,0.965237729066305,0.888559264537003,0.893137272426332,0.797618115729944,0.829035107727961,0.812516135081086,0.890502123442642,0.96828993327239,0.842026184897756,0.886491634401921,0.875669664081697,0.921041436958637,0.914955265713778,0.874985138984553,0.852764545598109,0.779635730333816,0.787199885053673,0.90448039814535,0.920626951000443,0.826269122607855,0.898280354482707,0.867708551849995,0.766137860491719,0.979488025320296,0.932101388273907,0.904935047317939,0.807952638506099,0.813221292677177,0.839085399574604,0.66421844173307,0.808280116829236,0.77608933877064,0.777303884978818,0.966875328252339,0.94202903739712,0.762608757159479,0.702175944625113,0.776395449243004,0.82486632157293,0.698076354568654,0.81959073306269,0.721800342071628,0.737227958906713,0.702365625414317
108,"BDI","Burundi",1.0338802844635,1.02797216191829,1.00393323730158,1.02852249626134,1.00759137565985,0.993679182486009,0.99476846432283,0.990415045110633,0.989682132055392,0.977378145803307,0.974718001487748,0.925816328305399,0.966974336245885,0.913330507792017,0.948289990450966,0.934037150944384,0.947534027569341,0.973250109901387,0.956533036286417,0.913800742079344,0.986447280098337,0.93795928807507,0.898584733234082,0.936449641674393,0.920332465370612,0.929818005855136,0.933028267147731,0.919146996811131,0.875516809957399,0.939929453738581,0.945771312138145,0.908014202440568,0.921221271283342,0.895169881034654,0.925146027271264,0.898759770395988,0.896623601456423,0.850688428791078,0.796634301291174,0.771679931746523,0.828753987486128,0.893910195330711,0.891876532279946,0.863665507625744,0.796879929635681,0.800765210104255,0.833603308082088,0.774239115141501,0.796137915597686,0.767028990126777,0.725212921314807
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",0.893512826807203,0.874285065682466,0.851762523515072,0.845218587834155,0.820175898558766,0.736244654424209,0.667022902218409,0.633879558323256,0.693520151508714,0.619308180193052,0.632377691410265,0.662124399026524,0.616370677883203,0.648314535098245,0.742813472136353,0.641175548735218,0.52904747279969,0.512608853552988,0.521566749195885,0.511853164653602,0.510516876114867,0.552436342868615,0.4852115296692,0.428715113841418,0.441745699425589,0.518028294958631,0.432953437703412,0.502942567156488,0.511956895121162,0.591793066383988,0.673323784336653,0.644261454958001,0.646341158326891,0.617100088077374,0.677593334008323,0.68834148259919,0.664646430118305,0.690336442850712,0.631106687803632,0.642389009217515,0.623930111794508,0.65929474321298,0.683376988246323,0.597218663482271,0.756952704531464,0.763225464583394,0.782114565456532,0.769010025697794,0.78904698600654,0.831767692372859,0.703289723954764
124,"CAN","Canada",0.910105952460249,1.42753585132848,1.55634160221044,1.230855707023,1.26613713381196,1.35560489622925,0.975897451957981,1.27485425265997,1.29263240803245,1.06970989428459,1.24605259042601,1.01936133053488,0.922077337643405,0.773405838793249,0.901114394689483,0.988254016548225,0.838553755273203,0.816161822271286,0.719158125060192,0.702758218631301,0.802497463600244,0.789364015437119,0.639069407661198,0.572934505488921,0.680849066292595,0.838820349711714,0.747136399644714,0.568910840641463,0.683860692087866,0.817580118895576,0.749004035549405,0.676433974318863,0.693735457766959,0.666558486002114,0.641407519090264,0.669738210519979,0.623137610010915,0.663756812663149,0.690707173795384,0.676146953080917,0.574900877471766,0.490646038826453,0.638200592745679,0.703490120219219,0.67333395369498,0.770429964162113,0.577379734339443,0.71685431569458,0.677515277422392,0.628437154448842,0.5733634237444
132,"CPV","Cape Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.645268521028476,0.689132445995926,0.676900214599597,0.676377055246192,0.66017377473611,0.62623423145846,0.628728159096566,0.63625020850891,0.643659909131481,0.610769130717467,0.575308365995303,0.609476494295721,0.607762460355811,0.547631563611011,0.560376570839634,0.539987382623376,0.508675438468711,0.5002190400801,0.5288620918859,0.475906866795733,0.467486403212273,0.504499399636668,0.489933466360748,0.480890407384727,0.465465005337868,0.543870902293389,0.471886931043159,0.491645408681206,0.469555390081736,0.4581683946062,0.438873104789825,0.440492874770337,0.414279303463661,0.449968598256534,0.460206498531482,0.47830702698622,0.487215692602315,0.476919783674814,0.456583699996674,0.45836603541609,0.473733454236406,0.452335948819842,0.439382681986158,0.436920405749716,0.436530802611168,0.436623682744677,0.44559525236841,0.414197890171727,0.420387763630934,0.406890934579511,0.420699498749915
148,"TCD","Chad",0.855542429778088,0.862286685599468,1.06721633269235,0.921864242673636,0.816987454484925,0.952804530935567,0.930269524323105,0.958191189592782,0.92531088643851,0.864253050638021,0.84882813634094,0.731189548026641,0.72523901265756,0.811542433924025,0.877150295395106,0.795856150419879,0.789643134830938,0.767364408940167,0.796882437898696,0.801910816002368,0.708309165086918,0.752264455060361,0.787891764167606,0.690544438301074,0.856107953101246,0.826061108207739,0.845257248880779,0.979108064651828,0.831952514534338,0.846946073569013,0.815327940888913,0.821817553208445,0.697030741522482,0.962027606125914,0.771840876699066,0.728478506347149,0.798288558514471,0.716662050060319,0.69604838123069,0.629114061920036,0.71193968562622,0.693723129357338,0.887253488750081,0.834398988728935,0.931526031526734,0.916175584870455,0.977351709295512,0.929335707598697,0.922330329901331,0.904204094103415,0.802144253690714
152,"CHL","Chile",0.863368620872543,0.735178285191982,0.767667711452987,0.722501790322872,0.689926424347162,0.69585826506403,0.67760791891628,0.744728165169451,0.600959926916809,0.635397330509872,0.607472562445397,0.547596975254568,0.388815971812027,0.505292177181843,0.618541935831173,0.512219852642179,0.731667524006148,0.509025147674516,0.5487133611835,0.544213320998759,0.521513046192158,0.488881656944347,0.41659463724675,0.477400145021446,0.467416618285485,0.442283827065086,0.441106390924027,0.429139330226708,0.446498555482065,0.405972887971109,0.407636726090966,0.391202284751797,0.326095479915097,0.315759257452546,0.305922509536951,0.274581244806489,0.305602235261606,0.318282484755691,0.237460222040169,0.268840491925737,0.312207956303711,0.305246362261949,0.341327505271588,0.294507953008498,0.335990548762706,0.297933484083885,0.217358235961489,0.205250561731806,0.218328430446246,0.218418020549816,0.232737082439003
156,"CHN","China",0.645358447698924,0.648202299433987,0.663855490826561,0.652709708299989,0.613250120667175,0.573315308253005,0.631120276308351,0.602361988887416,0.555349676309285,0.554306310211587,0.556749909532952,0.49885973444902,0.506651084770307,0.551721558385861,0.503472172178386,0.514760356463011,0.415520182269549,0.395674765954646,0.383354482048987,0.34221274116116,0.36998194019787,0.388589014685258,0.388946451523052,0.38692566556614,0.388183972983521,0.397569210993294,0.352263108640116,0.323020571660333,0.322127121530048,0.342390839756632,0.333105832432706,0.331949081206371,0.37343631988695,0.351760657837024,0.313325723096426,0.316310151035472,0.339537970152672,0.345575667450932,0.3307594530621,0.336103356077751,0.330978764178815,0.278310173264636,0.27164280350805,0.308118641641695,0.300457536722493,0.285995645128911,0.278952343796361,0.246998197985251,0.228900716607265,0.25051733845482,0.275096774857383
170,"COL","Colombia",0.359368971882038,0.345001699442075,0.335685252119502,0.329308004620642,0.329638148696009,0.344031800129652,0.348854645874103,0.367788812013641,0.359398753615993,0.353188138807857,0.33234219225787,0.309181426843984,0.299245513168593,0.348592684300237,0.38278897481322,0.332608791559432,0.330141305398071,0.385420383451804,0.360575879705254,0.356052826190261,0.358125704831363,0.332726665937929,0.314047169193727,0.293206399696742,0.288161376235966,0.264683529493133,0.260464293311102,0.25214377250794,0.254200120774171,0.249415351017451,0.248979224341995,0.24988923797028,0.237628045510685,0.230856944959996,0.232870488201305,0.221381440731813,0.210208450907092,0.181775024439849,0.19415604621281,0.194256847708715,0.202353047992603,0.186199480457276,0.198999386700677,0.213127080844841,0.167068261088627,0.154767891669079,0.162780411518455,0.196625379271477,0.150096371910578,0.13463268348948,0.132650443719444
174,"COM","Comoros",1.13129821275383,1.15358296806779,1.07433478824036,1.09193149764914,0.989260495981076,0.964636724757369,1.01606346151187,1.12008612470583,1.09995532948425,1.07839020156364,1.00500513196683,0.975649228320672,1.08963490262565,1.07066662089993,1.03713202069488,1.0194004257947,0.967043721124691,0.97645420804704,0.925094352291671,0.875991462293033,0.843880143132019,0.838882953417299,0.843274165268907,0.786476779337766,0.803782392246328,0.818999363879343,0.820718941009578,0.821230072962892,0.850846703030149,0.874773823362304,0.813534095554245,0.813445194780203,0.798650908782298,0.797605417772424,0.815411088548412,0.794686982097498,0.784012890483617,0.752769845413014,0.792285900726335,0.791004660807431,0.811397315884917,0.786171123509811,0.855212668173369,0.901123822730411,0.925250795939907,0.901468595508768,0.934630659680885,0.88479618749153,0.896088633486156,0.909348194577717,0.892376438674357
