"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014"
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,8.33,0,0,0,0,0,0,0,5.94,0,14.01,0,0,11.7811781178118,14.46,10.3210321032103,8.27,14.13,18.1718171817182,21.38,17.1082891710829,16.24,15.6884311568843,16.15,15.8015801580158,15.44,15.62,15.9184081591841,15.25,13.3913391339134,9.90900909909009,10.03,9.01,10.51,10.07,10.65,7.98,9.5,11.72,13.2713271327133,18.38,17.6617661766177,25.04,29.14,36.76,44.3,52.014798520148,56.4043595640436,70.2070207020702,73.95,88.01,88.6288628862886,87.28,81.3981398139814,74.79,74.88,80.15,90.08,83.38,84.29,71.93,66.63
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0,0.112829004226508,0.247451243636981,0.338787332855417,0.349908798023012,0.327186295097284,0.350372926602797,0.360522355294955,0.495791777033539,0.449472459040598,0.432084814440818,0.342544914840645,0.431181075872065,1.04361471071938,1.85531559931866,2.62876536859019,2.5642195209295,2.22112508612311,1.6886431960105,2.06825896846184,3.02792563158515,6.88013118703877,7.78055225935452,13.8597999813377,20.5751496201852,25.6401701630666,28.2114000477098,21.2033048936922,24.447641555456,20.7068234987796,23.7786854705772,24.4826819549398,28.9443903458491,34.783187198518,39.0039320285104,39.5948605085029,38.209475841088,40.2777942393509,47.2752677374064,55.0702219148685,62.2273728405607,62.5278407419218,62.8889996387097,63.6421929719429,64.5592842509297,61.2266560818663,53.9418104298856,54.9792344413159,51.1581533905686,55.9902256875467,59.3276409229854,61.5729263522007,63.4748670468994,60.5599892775382,55.3949315832335,55.2347700661957,59.2467533074034,72.4519329113086,78.4878530628889,80.8557596720706,81.8729068829802,75.1657221009342,69.3503901736429,55.8093454109458,44.0088262341236
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24997500249975,0.19,0.12998700129987,0.11,0.14998500149985,0.14,0,0.15,0.17998200179982,0.13998600139986,0.25002500250025,0.17998200179982,0.19,0.2,0.19,0,0,0,0.18,0,0,0.17,0.18,0,0,0.16001600160016,0.18,0.22,1.63,1.79,1.86,0.56994300569943,0.53,1.92,3.96960303969603,6.38936106389361,6.85931406859314,5.63,4.34,3.05030503050305,2.96970302969703,3.26032603260326,3.68963103689631,4.13,4.12,3.95039503950395
218,"ECU","Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788480716738982,0.0972441274834479,0.125625981061718,0.190778978653729,0.23447958619474,0.238036571338646,0.110332638626815,1.98392281745433,2.49280257466723,2.21678042543849,1.4928559681099,1.07697656035895,1.26343448799436,0.941836719040485,10.0912529922186,8.01935668547108,6.39970376097483,17.9933073118632,28.3634221280835,55.6294416190487,51.38095980685,56.5452580201865,53.5053077869174,46.1825959161398,34.5498620780659,29.1129951599094,34.3327422623742,55.5509235326918,60.7108128926082,63.263057504761,53.1897594044204,43.52559268021,41.4911394010726,41.8219359416576,37.5929686675988,39.4554345150222,43.7361341888211,42.0806837650982,36.6000012605982,29.2393524641973,26.9329175831317,35.3919915993056,48.1077624321056,49.6210884336177,38.1832119314661,32.2793318026394,28.1752581141081
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28907640344854,3.88391024523592,3.81783249869226,8.51342486867919,11.9992440378801,16.8383739142703,17.6785627518425,15.8673994670599,16.0373063368395,13.015353511058,14.5922143811901,10.2226667587486,7.18318762817433,11.1357340106525,10.3901235947729,12.3780648099065,12.8315224472418,14.5342206365282,14.0094699984488,14.225351531859,12.0602851629183,12.1973612657163,12.2817912337139,8.12239484569289,7.33083438616128,7.2912072701099,7.26080929414016,8.27837801519813,7.74861992966831,8.35983053420419,6.78033717394551,9.54473535800398,8.07539019452306,9.84332427661654,16.3126588004007,6.22854507216458,28.133845319576,34.8921081423325,34.4879733901212,31.3079698549035,37.7964115310894,37.9398836414379,40.3737433697489,38.1597762156339,37.6928518313879,34.6142282977071,28.8094178195634,29.3614675457228,28.8993570977528,29.3777002258286,27.3560745686882
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0.20997900209979,0.61,0.84008400840084,1.34,1.06989301069893,0.83,0.49,0.33,0.34,0.31,0.88,0.94,0.96,20.41,22.69,50.94,56.39,53.5853585358536,57.62,90.7,57.5,87.028702870287,54.52,74.9074907490749,35.11,38.14,78.2778277827783,72.4,74.87,65.21,59.98,50.04,44.46,31.93,24.017598240176,22.1377862213779,22.51,22.7422742274227,33.3833383338334,47.98,64.97,66.2666266626663,65.25,68.38,67.64,65.41,65.3865386538654,68.5868586858686,64.21,69.02,95.08,100,100,100,100
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.79,1.75,2.53025302530253,2.35023502350235,3.02,2.43,5.01,7.49,10.18,9.38,7.76,6.8006800680068,13,26.8326832683268,43.8,41.25,27.89,22.95,24.62,24.52,24.78,26.62,25.9125912591259,23.29,22.78,21.87,23.21,21.49,24.29,20.88,20.56,15.91,15.8184181581842,14.88,16.03,14.8185181481852,13.22,12.9287071292871,12.59,13.4386561343866,13.4886511348865,11.7511751175118,11.94,9.28,10.8389161083892,9.97,13.4713471347135,15.9015901590159,14.28,12.8712871287129,13.74
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,59.03,58.63,0,51.79,68.91,46.16,0,0,0.07,45.6654334566543,38.87,26.56,22.05,33.22,57.43,44.51,38.92,24.04,12.48,8.57,8.9,11.09,13.0813081308131,9.13,11.28,9.43094309430943,8.1008100810081,7.02,6.87,13.85,17.79,4.12,3.03030303030303,17.1417141714171,1.81018101810181,6.06,5.30946905309469,1.54,3.50964903509649,2.2,1.47,2.67,11.7711771177118,15.958404159584,20.5679432056794,21.6921692169217,21.56,25.89,18.05,31.4331433143314,24.82,25.15,15.33,12.51,10.55,10.73
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.25,0.74,1.13,1.7,1.34,1.48014801480148,1.35,1.51015101510151,1.4,1.34,2.37976202379762,3.30966903309669,3.6,2.6,1.72,1.54,1.61,1.45,1.31,1.20987901209879,1.21,8.44,13.81,19.46,18.1018101810181,15.11,10.27,6.71,6.21,5.65,4.3995600439956,3.43,3.29,3.45034503450345,3.26,2.81028102810281,2.55,2.48024802480248,12.2587741225877,11.68,11.1,1.88,1.41014101410141,1.10988901109889,0.93,15.52,16.33,16.61,1.3
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",0,0,0.12,0,3.54,0,7.76,23.19,46.84,70.12,65.82,58.37,50.45,55.49,28.7971202879712,25.8125812581258,34.28,60.4360436043604,75.57,61.95,60.5339466053395,71.38,70.06,70.9129087091291,63.08,43.5456454354564,34.5465453454655,26.37,27,27.6872312768723,30.4530453045305,37.13,32.0932093209321,27.0627062706271,15.8315831583158,11.4688531146885,12.2412241224122,17.68,25.14,25.04,25.7925792579258,23.35,22.3322332233223,21.86,22.997700229977,20.8679132086791,27.5972402759724,28.952895289529,29.74,21.74,17.92,14.981498149815,10.3689631036896,9.31093109310931,10.2410241024102,12.7112711271127,31.81,53.54,83.3616638336166,77.44,61.1261126112611,37.31,14.83,6.64,4.29
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.24,NA,80.14,72.03,70.08,68.74,66.49,61.83,70.25,8.85,20.8179182081792,14.63,13.59,11.1611161116112,7.58924107589241,7.75,45.2345234523452,54.8054805480548,36.5,25.49,17.6482351764824,17.28,18.8781121887811,18.08,17.72,13.7,15.31,12.83,13.15,18.37,16.66,14.5,13.28,28.22,57.61,83.39,79.3520647935207,37.8562143785621,16.62,23.5523552355236,13.2413241324132,18.028197180282,26.8,15.17,17.83,13.9413941394139,14.4885511448855
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.11,0.09000900090009,0.48,0.02,0,0.01,0.01,0,0.01000100010001,0.68006800680068,1.07,1.07,1.09,0.92,0.83991600839916,0.02,0.72007200720072,1.14,2.31,2.7,3.6,5.1,10.67,18.98,24.67,28.3871612838716,27.0772922707729,26.04,22.3944788957792,27.08,35.5,46.025397460254,48.2951704829517,39.7739773977398,30.92,22.8822882288229,24.6024602460246,22.7422742274227,21.81,16.6516651665167,18.2018201820182,19.59,19.5619561956196,20.8679132086791,17.3517351735174,20.8779122087791,24.2,32.93,30.37,24.22
246,"FIN","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38996100389961,0,0,0,0.26,0.15001500150015,0.14,0.12001200120012,0.11,0,0.1,0.1,0.24002400240024,0.38,0.5000500050005,0.47,0.42004200420042,0.36,0.30996900309969,0.3,0.33,0.41,3.94,7.11,10.6389361063894,7.53075307530753,4.39,2.52025202520252,2.29022902290229,2.86,1.5,0.77,0.83991600839916,1.49,1.999800019998,3.87038703870387,10.5710571057106,12.66,12.01,4.53045304530453,3.04,1.93,2.18,2.45,3.73,4.51045104510451,5.41,4.99,4.52045204520452
250,"FRA","France",0,0,0,0,3.17738906199418,4.50401993523051,7.28336174560451,8.37790092723544,7.40800045690828,6.83752815562843,7.64198709437597,8.76915796071325,11.8735296471931,11.7630538439676,12.0271727879342,12.8355933836881,14.3314706404002,13.9950704605182,15.927879045285,15.9105582899917,14.3278753941804,14.3209646642151,14.7111211085546,17.2391998407582,19.35741960757,18.2280188645148,17.6490692098066,17.7167796240664,14.7578044413774,14.0499370752979,16.9279443536685,21.7171458032156,23.2061104493071,18.2416340943711,14.2189087045333,12.0850932981189,12.5578551106129,11.9735477080597,14.7683362851243,18.3192632460167,21.2210767582099,21.0607111508982,21.3417644529729,21.1976699644633,20.6151039028581,22.4343804646685,20.3053248648597,23.197686002074,23.3683052939345,23.2589566858804,20.853801182046,18.8802030608455,22.1262665609572,27.2433366480623,29.1261279035367,29.0624097478711,28.1536395241474,31.3723826967032,28.0184687143494,25.3220574716297,22.6314678736712,23.441552877592,21.5184941347038,21.1024411942313,19.6467226462322
254,"GUF","French Guiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,9.8,6.21,0,0,22.98,47.964796479648,70.9070907090709,69.86,66.15,62.93,63.59,56.79,53.64,55.31
258,"PYF","French Polynesia",0,0,0,52.15,31.7931793179318,78.1278127812781,72.82,68.7268726872687,60.05,19.3619361936194,20.96,13.93,28.1628162816282,26.75,12.5,49.7749774977498,44.27,43.5143514351435,30.7630763076308,52.3447655234477,45.3845384538454,56.044395560444,47.22,49.3749374937494,53.7846215378462,59.99,61.35,60.8960896089609,59.25,73.18,69.71,54.19,48.92,49.99,63.77,60.1160116011601,63.3163316331633,66.73,65.31,71.45,72.46,63.44,56.1243875612439,53.004699530047,41.2741274127413,42.41,39.56,36.3863613638636,29.5429542954295,27.65,23.3,28.022802280228,28.4728472847285,31.023102310231,29.81,31.96,30.2430243024302,29.48,27.68,25.44,24.6624662466247,22.8277172282772,22.9,24.4,27.38
266,"GAB","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,12.86,9.47,6.58,6.18938106189381,5.47,6.45064506450645,5.58,4.92950704929507,3.67,2.54025402540254,2.34976502349765,4.02040204020402,3.6,5.91940805919408,6.37,10.63,11.54,10.8610861086109,7.64,4.84048404840484,3.05969403059694,1.77,1.05,1.16,1.4001400140014,3.05,2.94,0.37,3.63,6.3,7,6.62066206620662,6.81,9.71,9.74,7.2,4.41,9.31093109310931,9.68903109689031,16.19,12.7587241275872,20.1520152015202,21.1178882111789,25.7174282571743,31.8531853185319,40.984098409841,54.75,47.18
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",0,0.00999900009999,0.26,0.32,0.01,0,0.31,0.34003400340034,0.29,0.26002600260026,0.29,0.25,0.39,0.29,0.58,1.04989501049895,1.5998400159984,1.7,1.52,1.23,5.44054405440544,6.58065806580658,7.84,6.34,18.48,17.96,26.7373262673733,23.07,33.43,28.47,27.62,27.07,31.67,34.67,46.0753924607539,50.97,58.8341165883412,57.02,54.51,49.15,47.79,49.1350864913509,47.96,42.28,34.54,44.6744674467447,57.62,70.2929707029297,63.6,55.29,53.14,53.8753875387539,55.76,55.73,42.3957604239576,45.7845784578458,49.58,72.07,71.3828617138286,72.49,69.66,67.28,65.4034596540346,62.06,57.3142685731427
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.8,1.3998600139986,1.91,1.77,1.50984901509849,1.10988901109889,6.08,9.38093809380938,15.011501150115,13.19,15.31,13.02,13.17,11.06,12.1112111211121,10.5210521052105,10.83,11.6588341165883,12.42,13.3,13.47,15.14,14.62,12.6687331266873,10.2389761023898,10.0710071007101,11.4688531146885,13.85,15.76,16.7,20.05,24.6024602460246,21.9078092190781,17.67,12.22,14.4814481448145,12.24,10.31,16.6716671667167,19.81,32.2,37.996200379962,41.67,43.21,46.8653134686531,57.5,53.87,45.58,39
292,"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13203479285399,1.6308762921087,0.577229458618046,0.728595830643318,0.684951270653526,1.89063657619334,3.22059526655058,4.05181286866156,2.99794003285157,2.05950249094374,1.94462962675929,2.03607042025909,2.17946224567033,2.25168544186016,2.47645608034653,2.37770291172755,2.70150481351731,2.72679939682584,2.97278174105249,2.04000576649847,1.90804560513863,1.77666290445502,1.80454260191461,1.22070344931429,0.814765812152097,3.81718695436361,4.80301731504442,6.92964438187352,4.96843700644129,4.70957403445284,6.69697917186173,7.46291811430311,12.7641910511651,15.6659417185089,20.9302936652924,24.5590759477017,26.9898081814738,30.5077706817161,31.4438497740619,32.1320850467698,31.6588833988478,31.2090167235224,28.5161773347658,26.7862633753006,27.9951851249479,34.218984822256,45.4198744024921,56.0449932338306,57.5658228474255,53.1518654264445,48.5588728307588
304,"GRL","Greenland",0,0,0,0,0,0,0,0,5.69,0,13.8386161383862,21.71,26.1526152615262,22.2022202220222,22.34,19.8519851985199,18.76,16.018398160184,15.96,15.33,17.1,18.05,17.4617461746175,23.85,29.25,31.99,25.69,20.5,15.73,15.24,15.21,19.23,20.7820782078208,19.041904190419,12.49,21.9278072192781,30.8969103089691,38.5,30.26,21.43,25.6625662566257,32.72,31.5131513151315,32.67,25.2725272527253,32.44,19.32,17.07,14.2414241424142,23.97,35.72,34.84,32.64,25.9374062593741,22.95,18.4118411841184,14.6914691469147,11.28,8.83088308830883,9.91,13.65,14.2414241424142,11.0811081108111,8.77,11.021102110211
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"GLP","Guadeloupe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3119311931193,22.22,31.46,23.85,15.08,22.47,24.13,24.01,26.34,27.64,27.65,27.46,24.54,21.8,19.2380761923808,19.0580941905809,18.98,19.028097190281,19.72,19.21,20.79,21.2578742125787,21.1178882111789,23.29,22.0577942205779,18.97,14.61,11.041104110411,20.05,19.2780721927807,18.97,20.8920892089209,30.02699730027,35.5664433556644,32.4,29.32,31.04,31.17,31.29,31.7068293170683,32.35,33.46,34.5334533453345,35.66,36.76,38.13,39.6660333966603
316,"GUM","Guam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,8.3,10.2810281028103,9.87,8.98910108989101,6.6,3.95,2.9002900290029,1.51,8.65913408659134,16.8416841684168,30.1469853014699,42.9042904290429,53.22,55.9344065593441,75.5724427557244,100,44.59,83.9116088391161,89.6,85.6,85.17,86.6,60.66,91,85.76,85.45,89.71,74.77,81.77,77.07,45.89,33.04,30.65,46.58,48.0848084808481,41.72,82.76,29.4,23.57,100,74.07,100,56.11,54.3454345434543,61.39,61.22
320,"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,10.62,18.2,11.31,18.81,7.88,13.1,16.971697169717,15.54,4.05,20.01,16.47,18.93,14.69,0.08000800080008,15.008499150085,14.43,14.66,11.25,4.43,1.58015801580158,1.97,3.6,3.08,12.7687231276872,11.15,18.15,21.4821482148215,29.22,27.95,20.1420142014201,13.56,11.42,8.69,7.55075507550755,14.8714871487149,13.24,14.8314831483148,12.7212721272127,25.29,32.83,23.27,19.18,22.28,30.4,30.94,32.18,30.37,33.14,34.01,34.72,29.78,24.29,18.1
324,"GIN","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.52,1.77,1.40985901409859,1.25987401259874,0.22,1.17988201179882,1.15988401159884,1.16,1.23,1.22,1.5,1.25,0.96,0.59,0.65006500650065,0.63,2.47975202479752,3.91960803919608,5.49,5.05,5.41,5.24,5.03,4.57,4.69,5.06949305069493,5.8005800580058,7.21,10.58,12.76,12.64,11.73,10.71,10.4389561043896,8.52,9.78,10.77,11.961196119612,10.41,9.37906209379062,8.91,7.92,7.35073507350735,6.08,7.47,6.81931806819318,6.33936606339366,3.99039903990399,3.45034503450345
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,1.25,0.96009600960096,1,1.37013701370137,1.36986301369863,1.92019201920192,1.49,1.45985401459854,0.97009700970097,0.77,0.94,1,1.15,1.03989601039896,0.87991200879912,2.36,3.72,4.77,3.57,2.53974602539746,2.55025502550255,2.87,4.85,5.65,5.95,5.21052105210521,5.13,5.62,7.67,10.4010401040104,13.2,12.68,10.3689631036896,10.03,9.5,9.96,9.5,9.49,8.93089308930893,8.36,6.95,6.31,5.6,5.35,4.71047104710471,4.78,5.03,5.18,4.91,5.86,17.5482451754824,27.54,49.7850214978502,54.6245375462454
328,"GUY","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03010301030103,0.9,0,2.18,0,0,2.82,2.96,0.58,0.68,0.77,1.11,3.32033203320332,1.43,1.32986701329867,1.27,1.32,1.04,2.05,2.46,2.39023902390239,1.02989701029897,1.94,0.57,0.35,0.38,8.12918708129187,17.981798179818,30.1930193019302,30.6130613061306,33.2366763323668,33.7866213378662,34.3,34.65,37.91,37.6937693769377,39.3,37.8637863786379,35.93,35.14,33.8566143385661,35.13
332,"HTI","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,2.38,2.24,1.92,1.91980801919808,1.92,1.93,1.92,1.90980901909809,1.9,1.91,1.91,1.91,1.89,2.08,2.25,2.45,2.42975702429757,2.39,2.27,5.82,9.25,12.67,12.64,8.94,5.24052405240524,1.82,1.69016901690169,1.66,1.65016501650165,1.61016101610161,1.64,2.75,0,5.92,0,9.75,12.62,12.66,11.98
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0,0,0,0,0,0.49,0.56,0.58,0,0,0,0.44,0,0,0,0,0.29002900290029,0.43,0.4,0.52,0.44,0.37003700370037,0.85991400859914,3.12,3.59035903590359,4.08,1.3998600139986,1.46,1.23,1.16,0.3,0.27,0.59,0.29,0.98990100989901,0.39,5.26,0.21,0.26,13.91,22.4322432243224,23.1323132313231,25.05,29.07,22.5077492250775,0.31,19.55,19.53,17.5417541754175,24.69,32.3167683231677,34.18,20.46,11.7388261173883,9.32,17.3182681731827,34.61,41.87,57.5357535753575,42,35.5835583558356,19.54,11.65,14.2,21.7078292170783
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",0,0,0.12,0.10998900109989,0.21,2.45,4.71,4.62,4.94,5.04,7.48074807480748,7.31073107310731,7.6,5.48054805480548,3.05,0.94009400940094,1.3,4.25957404259574,6.51,9.72,10.6,11.3088691130887,10.5189481051895,9.48,9.38,9.15,10.26,9.82,10.34,9.82,8.97910208979102,7.04,6.11,8.00919908009199,9.57904209579042,9.56,7.5,5.98,3.52,2.6002600260026,2.68,5.12,14.89,20.9020902090209,26.88,23.67,21.81,24.03,27.53,29,26.997300269973,24.625074985003,35.35,49.0850914908509,54.82,55.7544245575443,57.8842115788421,68.7,64.48,57.78,53.37,44.9,37.4637463746375,40.88,58.024197580242
356,"IND","India",0,0,0,0,0,0.34003400340034,0.11,0.07000700070007,0.34,0.43995600439956,0.43,0.3999600039996,0.4,0.36996300369963,0.41,0.31,0.26,0.17,0.14,0.13,0.18,0.2999700029997,0.29,0.23,0.13,1.36,2.49,3.59,3.37033703370337,3.3996600339966,3.55,2.2997700229977,1.09010901090109,0.64006400640064,1.31,1.91019101910191,1.75,1.5,1.39,1.54,1.56,1.42,1.21012101210121,1.24012401240124,1.2001200120012,1.39013901390139,1.40985901409859,1.55,1.5,2.82,4.74,5.73,5.84,5.01,5.46,6.82,8.83088308830883,8.52,9.13908609139086,9.68,12.4,12.1887811218878,11.99,11.67,12.4412441244124
