"code","iso","country","PM2.raw.2008","PM2.raw.2009","PM2.raw.2010","PM2.raw.2011","PM2.raw.2012","PM2.raw.2013","PM2.raw.2014","PM2.raw.2015"
316,"GUM","Guam",0,0,0,0,0,0,0,0
320,"GTM","Guatemala",0,0,0,0,0,9.10618337437215,0,0
324,"GIN","Guinea",0,0,0,0,0,0,0,0
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0
328,"GUY","Guyana",0,0,0,0,0,0,0,0
332,"HTI","Haiti",0,0,0,0,0,0,0,0
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0,0,0,0,0,0.863056390176277,0,0
344,"HKG","Hong Kong",99.1227721403162,99.1227721403162,99.1227721403162,99.1227721403162,99.1227721403162,99.1227721403162,99.1227721403162,99.1227721403162
348,"HUN","Hungary",16.7346097140435,76.4411808460777,90.0009193463378,92.7736735626627,50.6618051759405,51.0877527399124,56.2777074154592,99.7968109868905
352,"ISL","Iceland",0,0,0,0,0,0,0,0
356,"IND","India",99.706964720484,99.6291696919174,99.499754145511,98.7866854186571,99.6000463488775,99.6892517051498,99.7020162235283,99.6212291715228
360,"IDN","Indonesia",21.1574108039154,24.1273947720523,24.9175941192604,8.87478834982058,30.093405927237,21.9251430867994,37.3794268232283,56.8108127046192
364,"IRN","Iran",30.769466217993,29.0864046400504,35.283535292432,28.6215922636222,32.8631203005262,30.186603348827,24.6560898583578,32.2538524104273
368,"IRQ","Iraq",49.0813033936453,48.7475642289745,45.7115459882124,45.4498083037655,33.402469577893,20.1228119435652,0.22322492002492,16.1029396667326
372,"IRL","Ireland",0,0,0,0,0,0,0,0
833,"IMN","Isle of Man",0,0,0,0,0,0,0,0
376,"ISR","Israel",0,0,0,0,0,0,0,0
380,"ITA","Italy",34.8417048804332,38.9732695372325,36.3868278524606,38.9790987316585,35.9943276648432,36.286709983895,52.2326771244829,42.323759059329
388,"JAM","Jamaica",0,0,0,0,0,0,0,0
392,"JPN","Japan",8.7673012243539,7.4368053531834,2.1769501251166,1.34585962481946,0.424163127474075,3.81922490803768,4.09645353567413,13.3607088941684
400,"JOR","Jordan",0,0,0,0,0,0,0,0
398,"KAZ","Kazakhstan",11.9660699252965,5.91920051878721,10.9332958847465,11.6053375972765,10.8446258790018,18.5811938737783,9.9908576726047,17.9683156534135
404,"KEN","Kenya",0.160205894284038,0.153373781421531,0.31659105697389,1.32097201645523,1.89290603229683,1.79998916955713,1.46562778853882,16.3203885647199
296,"KIR","Kiribati",0,0,0,0,0,0,0,0
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",94.9046760803385,93.5920338476331,93.4294447317866,93.6281307296322,92.883215855667,91.914419528754,0.0143005570842032,93.0308133950176
417,"KGZ","Kyrgyzstan",22.5502134865568,14.5128448470578,20.1932091806788,19.8189580114357,16.3853711987953,27.5537247600795,16.8735104129359,24.5260655918964
418,"LAO","Laos",78.7766743514816,85.104139851914,92.2934205323199,76.8786886364078,90.0838096343892,92.7999763273607,94.2728910155177,90.4295102352634
428,"LVA","Latvia",0,0,2.30177194691653,0,0,0,2.86152093642662,0
422,"LBN","Lebanon",0,0,0,0,0,0,0,0.953173470124398
426,"LSO","Lesotho",1.95500498069679,14.6633521851318,47.2081131174293,11.8062225071886,8.09733118046549,26.9684928189806,64.889338232311,76.0195469114627
430,"LBR","Liberia",0,0,0,0,0,0,0,0
434,"LBY","Libya",0,0,0,0,0,0,0,0
438,"LIE","Liechtenstein",0,0,0,0,2.89629285936113,0,65.3884958093275,0
440,"LTU","Lithuania",0.733840565476226,9.96985652795302,66.6275976368701,2.76300007929072,12.7841174712565,1.60007105386316,51.4389302681207,12.6346384419199
442,"LUX","Luxembourg",0,0,1.11939712047159,0,0,0,0.213066865661452,0
446,"MAC","Macao",99.0901806423836,99.0901806423836,99.0901806423836,99.0901806423836,99.0901806423836,99.0901806423836,99.0901806423836,99.0901806423836
807,"MKD","Macedonia",5.56012476183187,4.50505072411989,5.94527585361202,6.74546100037354,6.72347789965037,5.35058048849731,6.70551924310054,7.82005871939336
450,"MDG","Madagascar",0,0,0,0,0,0,0,0
454,"MWI","Malawi",1.04980869150438,0.16171719787013,0.0314997089462791,0.836657787688597,7.72570778423428,0.456766231125295,0.187158147979696,4.07661744431302
458,"MYS","Malaysia",27.8284991818302,52.0305761032076,25.7092796279945,24.212400048424,48.6184874231552,33.1081609191629,35.3077332146594,55.2994200349475
462,"MDV","Maldives",0,0,0,0,0,0,0,0
466,"MLI","Mali",0,0,0,0,0,0,0,0
470,"MLT","Malta",0,0,0,0,0,0,0,0
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0
474,"MTQ","Martinique",0,0,0,0,0,0,0,0
478,"MRT","Mauritania",0,0,0,0,0,0,0,0
480,"MUS","Mauritius",0,0,0,0,0,0,0,0
175,"MYT","Mayotte",0,0,0,0,0,0,0,0
484,"MEX","Mexico",36.5917334584066,39.4021160561705,34.2214220591904,44.6025681018046,44.6611253764419,47.6465656993971,31.4377402484418,29.2779566321111
583,"FSM","Micronesia",0,0,0,0,0,0,0,0
498,"MDA","Moldova",0,0.699386929475092,86.870771534361,55.0677012903661,68.1072138976261,30.837452838364,19.9872301629391,79.0974660432932
492,"MCO","Monaco",0,0,0,0,0,0,0,0
496,"MNG","Mongolia",7.04544312924608,7.4209393944471,7.45248211622219,7.56705350026586,7.48501608314324,7.3443443695513,7.32127127555738,7.69409890898525
499,"MNE","Montenegro",0.0561397844771578,0,0.385530134577976,0.658337080579059,0.67416217024026,0.0280698892127729,0,1.00564062180923
500,"MSR","Montserrat",0,0,0,0,0,0,0,0
504,"MAR","Morocco",0,0,0,0,0,0,0,4.95712063888835
508,"MOZ","Mozambique",5.22909222244759,2.17489173149445,0.820138785685444,0.80550247662422,3.4052463631736,0.656007943545249,0.596907582941262,3.95879858081526
104,"MMR","Myanmar",98.1906522988728,98.2264706124784,97.9788721074374,92.8407828861453,98.2959173922663,99.2598834622936,99.2236277537599,98.9579251545415
516,"NAM","Namibia",9.69898303313255,1.85971763886855,6.87759211291017,9.68830599861386,5.82559370487288,13.2842755993527,2.30308097007055,20.7658503079787
520,"NRU","Nauru",0,0,0,0,0,0,0,0
524,"NPL","Nepal",99.4379544698046,99.270300617342,98.1454280811098,97.898996224864,99.3687008643181,97.588050438277,98.2765077489709,99.4613738903048
528,"NLD","Netherlands",4.16443338313445,4.41811985607213,57.7924427268175,9.4990037271387,6.40001543743511,0.379811186588806,18.6501085335529,16.1555673397487
530,"ANT","Netherlands Antilles",0,0,0,0,0,0,0,0
540,"NCL","New Caledonia",0,0,0,0,0,0,0,0
554,"NZL","New Zealand",0,0,0,0,0,0,0,0
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0
562,"NER","Niger",0,0,0,0,0,0,0,0
566,"NGA","Nigeria",50.6300408326433,44.461719333475,52.825569649609,51.7748775694778,56.9326832602072,52.2586199181035,42.2119938117404,54.5359932392105
570,"NIU","Niue",0,0,0,0,0,0,0,0
574,"NFK","Norfolk Island",0,0,0,0,0,0,0,0
408,"PRK","North Korea",87.0942415923435,97.0577237852199,86.6370040470724,75.4502266554616,73.8959241028947,89.6574068608276,92.2312193774397,97.645788640237
580,"MNP","Northern Mariana Islands",0,0,0,0,0,0,0,0
578,"NOR","Norway",0,0,0,0,0,0,0,0
512,"OMN","Oman",9.19385982050814,1.13459612966188,2.81326676385487,0.0227513676197623,1.06147842367647,0.505938010757259,0,4.00146725524787
586,"PAK","Pakistan",95.2680759834537,87.1434524636229,95.6224285199191,88.3503406864276,95.5837151675985,94.3229686051933,94.9358090815833,96.8372599891671
585,"PLW","Palau",0,0,0,0,0,0,0,0
591,"PAN","Panama",0,0,0,0,0,0,0,0
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0
600,"PRY","Paraguay",1.32689598189088,1.31877747074468,6.8612415320016,1.65606232855351,2.78771735840779,0.0975162081038585,2.32021186488889,14.7802304862048
604,"PER","Peru",35.6883089844947,35.8550205234775,38.9224786468639,38.0799599320867,40.2308869532333,39.5567124960873,38.3699017988966,37.4592603936064
608,"PHL","Philippines",17.0927477780152,18.369056379193,18.4641274810113,16.9146131183719,18.4742262847354,17.6447170246881,17.3500421129621,17.8075350298874
612,"PCN","Pitcairn",0,0,0,0,0,0,0,0
616,"POL","Poland",62.8507166810727,90.1427359756267,99.8432845912678,93.7543721880058,89.6268079121178,84.7646407300189,97.7785263037842,91.8433001371302
620,"PRT","Portugal",0,0,0,0,0,0,0,0
630,"PRI","Puerto Rico",0,0,0,0,0,0,0,0
634,"QAT","Qatar",99.9498672492623,99.9498672492623,99.9316734201372,99.3718993780209,99.4885700594702,99.9498672492623,45.4838898021277,99.9498672492623
178,"COG","Republic of Congo",80.9425490057263,91.4294066381181,96.221697640952,96.767913414556,94.483250579656,99.5621719117394,99.5983023026028,93.9902251932507
638,"REU","Reunion",0,0,0,0,0,0,0,0
642,"ROU","Romania",20.4088771143226,23.9287417317445,67.2723165806188,57.4743171539141,37.4072365883286,34.7933374991902,30.9819831004368,68.6629198196525
643,"RUS","Russia",21.0528831298473,32.4650118158406,42.546945274319,15.8898085025702,22.8965505274676,35.5506775345798,23.1907169310077,32.4790384231079
646,"RWA","Rwanda",99.9168040972716,94.7299434629224,94.8811337454662,99.7682455123647,99.9285780178744,99.9275275476516,99.9039137197455,99.9262833838213
654,"SHN","Saint Helena",0,0,0,0,0,0,0,0
659,"KNA","Saint Kitts and Nevis",0,0,0,0,0,0,0,0
662,"LCA","Saint Lucia",0,0,0,0,0,0,0,0
666,"SPM","Saint Pierre and Miquelon",0,0,0,0,0,0,0,0
670,"VCT","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0
882,"WSM","Samoa",0,0,0,0,0,0,0,0
674,"SMR","San Marino",0,0,0,0,0,0,100,26.3253616485929
678,"STP","Sao Tome and Principe",0,0,0,0,0,0,0,0
682,"SAU","Saudi Arabia",14.1150470299851,25.1818214846232,20.4029454025781,17.6451963995916,10.0815544145873,10.6328214974151,0.857886418940481,42.2080673366619
686,"SEN","Senegal",0,0,0,0,0,0,0,0
688,"SRB","Serbia",9.40956530943828,23.827190223902,47.3804780856066,53.5641863332044,32.812035286431,16.7242001264461,31.8910724859302,55.3475930101512
690,"SYC","Seychelles",0,0,0,0,0,0,0,0
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0
702,"SGP","Singapore",9.77526592260681,99.7847485437197,0,0,99.7847485437197,10.4388476756869,0.361163877120632,99.7847485437197
534,"SXM","Sint Maarten",0,0,0,0,0,0,0,0
703,"SVK","Slovakia",38.3885777526732,97.528692827338,99.9924327018458,99.4950047095446,84.6442943722358,81.41225662268,81.3633534051405,99.9655926770801
705,"SVN","Slovenia",9.62584818030965,13.0310980922022,12.3126043501574,14.6653808529447,9.24418627221197,12.7759368547948,39.0733161253036,41.2486563707456
90,"SLB","Solomon Islands",0,0,0,0,0,0,0,0
706,"SOM","Somalia",0,0,0,0,0,0,0,0
710,"ZAF","South Africa",53.1688947118632,49.9882322217063,55.1642454022427,50.8430120133857,48.8595113979793,54.1074264262312,53.3066084137398,61.6251016049756
410,"KOR","South Korea",99.8170780468871,99.8170780468871,99.8170780468871,97.5169901734163,81.3886839703249,99.8170780468871,99.8170780468871,99.8170780468871
728,"SSD","South Sudan",0.00395214559063831,0.00499217323209107,0.0129981731735084,0.386832579778546,0.00758863648890018,0.0100371179146985,0.000624020721560932,21.5594111993729
724,"ESP","Spain",2.45674409845922,0,1.29686110201498,4.08560822638823,3.2306521485031,0,0.0489967718168271,2.00897054072866
144,"LKA","Sri Lanka",2.67256019844079,0.0851945525710067,0.0152732638667778,0.34126563588116,0,2.69096317533015,2.80619234963315,2.69083884548139
275,"PSE","State of Palestine",0,0,0,0,0,0,0,0.132198267303314
729,"SDN","Sudan",0,0,0,0,0,0,0,0.00129695960328297
740,"SUR","Suriname",0,0,0,0,0,0,0,0
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Swaziland",83.3952934034093,73.9206283509067,92.7784258802752,59.681437377876,36.7931103042253,90.2819775716437,37.5210337402688,99.3149678539364
752,"SWE","Sweden",0,0,0.000242628277771059,0,0,0,6.54162995879965,0
756,"CHE","Switzerland",6.66198100041485,9.88723265510329,6.83792670261707,3.52665712411636,19.5773225621983,2.96199409343485,87.8506382227382,4.93740937044996
760,"SYR","Syria",19.285704553573,7.09000916089204,12.5245624203122,5.31954439138943,4.69757871676517,13.6548084429114,1.76736858287465,35.7341024546822
158,"TWN","Taiwan",55.1352914887267,56.9739988483745,52.7383329579581,52.3047332068656,48.8981833582581,52.9761555996434,52.0454754074401,52.5158301988987
762,"TJK","Tajikistan",98.923593984464,97.3558475403924,98.5732302805076,98.4460162837237,98.3509907538458,98.9910858220896,98.4217210778006,98.5083180517274
834,"TZA","Tanzania",6.05377343866209,2.09734113346056,1.77155758578515,6.72531050135323,12.8707194925479,17.5373824904162,9.49102651621458,13.6453869519164
764,"THA","Thailand",86.1027133164237,84.9907359222046,83.5098675046343,82.6854881633948,85.8253116125059,86.6253108289652,86.4304055687608,86.2934633442663
626,"TLS","Timor-Leste",0,0,0,0,0,0,0,0
768,"TGO","Togo",14.4773127434808,13.1037844842813,49.5688620685861,38.3928343850123,31.9404340371935,39.0931559832575,0,52.7676832272611
772,"TKL","Tokelau",0,0,0,0,0,0,0,0
776,"TON","Tonga",0,0,0,0,0,0,0,0
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0
788,"TUN","Tunisia",0,0,0,0,0,0,0,0
792,"TUR","Turkey",6.11001522730975,0.365870197636227,14.0802402543094,0.415575024352848,1.76794444810836,7.79512404087049,4.19360665290213,30.6858279551231
795,"TKM","Turkmenistan",2.58623119762998,0.435615165649577,1.81435585516842,2.49050395653488,0.789116161586797,2.23602929914833,1.86051200830359,6.04837063452485
796,"TCA","Turks and Caicos Islands",0,0,0,0,0,0,0,0
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",29.7240040380024,17.0508957470434,22.1284318287512,39.9107922296248,48.8216007537445,51.3755042136234,38.8482143143486,84.3181144293149
804,"UKR","Ukraine",0.0721251204118889,18.6803060782694,43.6909243076116,34.575379055748,30.0796747342926,23.0204086745901,11.283882089467,53.1400160635603
784,"ARE","United Arab Emirates",89.6397369974512,85.2499591702218,82.521523809864,69.2604442431385,70.9642423020395,68.792567037824,0.0117737818404699,83.758163355125
826,"GBR","United Kingdom",1.46328832060729,0.271998682908356,0,0.889878581385815,0.0506857483033583,0.850029717443254,0.032338877323823,0
840,"USA","United States of America",4.01495747539553,0.800269684052943,0.324308335453439,1.17126312709238,0.433786978707627,1.23150819809371,1.22090665688987,6.85062645267309
850,"VIR","United States Virgin Islands",0,0,0,0,0,0,0,0
858,"URY","Uruguay",0,0,0,0,0,0.137780257819219,0.0489239850034616,1.24595765614456
860,"UZB","Uzbekistan",78.1791198722341,63.5989771452848,71.397780084999,73.5944646861013,64.4217318574518,74.8510884273419,69.8229550569178,82.1235795325447
548,"VUT","Vanuatu",0,0,0,0,0,0,0,0
862,"VEN","Venezuela",0,0,3.90400110474304e-05,0,0.00749913255835593,0,0.00643942901352146,0.00085054989380215
704,"VNM","Viet Nam",51.3360704116652,52.2135922667922,53.7790136219097,49.0587589476226,52.6710320376666,57.7286376870848,54.2432724440434,57.0564668102691
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0.0019660406920316
894,"ZMB","Zambia",69.4455933428785,31.9578193481002,40.4375227211402,51.3174990497923,78.8233877138566,67.1393644386596,30.1365204795223,83.1781223595901
716,"ZWE","Zimbabwe",11.1237400109035,2.67474104183865,2.66151998789127,2.5341713057042,10.4932469423611,4.39833178212502,2.59331099251663,16.7134326566841
