"code","iso","country","SO2.raw.1970","SO2.raw.1971","SO2.raw.1972","SO2.raw.1973","SO2.raw.1974","SO2.raw.1975","SO2.raw.1976","SO2.raw.1977","SO2.raw.1978","SO2.raw.1979","SO2.raw.1980","SO2.raw.1981","SO2.raw.1982","SO2.raw.1983","SO2.raw.1984","SO2.raw.1985","SO2.raw.1986","SO2.raw.1987","SO2.raw.1988","SO2.raw.1989","SO2.raw.1990","SO2.raw.1991","SO2.raw.1992","SO2.raw.1993","SO2.raw.1994","SO2.raw.1995","SO2.raw.1996","SO2.raw.1997","SO2.raw.1998","SO2.raw.1999","SO2.raw.2000","SO2.raw.2001","SO2.raw.2002","SO2.raw.2003","SO2.raw.2004","SO2.raw.2005","SO2.raw.2006","SO2.raw.2007","SO2.raw.2008","SO2.raw.2009","SO2.raw.2010"
533,"ABW","Aruba",0.099519176947297,0.099163764624277,0.099902706449093,0.09924197278583,0.09431578926246,0.107226510451983,1.182160904147,1.1336994451912,3.816542274126,3.990095817465,4.0481592986244,4.9346325279658,5.4524006423167,4.1801171746002,4.6465808935416,6.2230685054983,4.1703867035502,6.6050345399722,5.6216114896737,5.6153394796914,5.7520254367558,6.0797053307275,6.3567184281964,6.544673408492,6.1845582195765,6.2646747863508,0.23184429265586,0.51243362948598,0.317222685440782,0.309592496737552,0.664195192175765,0.6474955317123,0.620345324519881,0.573600611135327,0.513159706604389,0.480288631420015,0.500680514394051,0.546188731979911,0.567703931192835,0.527203521308693,0.526222752188693
36,"AUS","Australia",804.2979911597,808.959190370801,726.4451636231,784.3829483075,861.8591309523,857.1735253825,845.4622976243,902.595576034099,889.8011371282,897.786053135099,916.5123398375,878.739393744701,900.2074754192,824.7985221789,829.629219529091,856.81367761409,786.7020469227,816.30534977706,822.31824366274,873.75256851962,876.654484919851,853.286784520659,825.041239176809,793.615488092712,769.066654945849,742.12264711102,767.10827123158,771.385081409376,807.480114646044,832.486770667166,876.810260881475,943.649134595165,948.293242981117,951.725158721375,954.510201173804,970.822606212018,958.980316627298,989.077192853955,1016.8632055526,1020.64785666871,1009.52680981841
40,"AUT","Austria",263.10285811561,274.30918380171,274.96138534341,285.17100097535,255.85768450291,242.56375318241,269.09130797643,242.97348133605,250.74176103795,254.22792134907,249.38912157427,225.97802235627,210.35474903957,197.2290720731,195.47585743291,188.80314331953,169.09605412287,157.41556282268,141.62793454874,129.45719434439,142.77823470366,150.719098678908,105.155714712378,108.058469395506,100.922013965015,97.5765685373076,92.6986496775722,90.9495326078234,82.7878388131842,71.756066946972,64.5700016359592,65.6545837245246,58.9731211503182,59.2115696226945,60.1948569643098,59.8543319679398,56.4702338217161,55.8856605488425,59.5478664855311,50.3230597663151,51.178590838561
31,"AZE","Azerbaijan",127.29165593605,127.68314927495,143.56674667675,165.85394160175,194.29536148305,251.7407991507,256.6354299061,259.2255360881,262.5958720381,264.3172038865,267.745067121,294.1859907944,311.2960150769,321.1778141415,324.3056182537,332.2022663129,315.6140660784,299.4297987335,282.0772203674,244.3334733442,409.610597654,292.4472652456,376.51626896581,361.3329784984,297.4969327338,296.8464339607,282.4611360445,266.1926430332,287.7966493213,297.0235764515,307.1765735596,149.3997923883,134.3615468118,174.33620833012,166.7989357777,157.1729032071,164.3539827153,92.6830847894,48.4297549369,22.9000673616,22.8443287208
44,"BHS","Bahamas",32.1470634448,32.1400515085,34.58424030091,39.7300457132,30.4671794518,40.9271127948,37.60184959052,40.07410363151,46.08980854815,40.01792479929,38.27977797819,40.17323098369,32.13392188714,24.29741770886,24.80010660995,22.12060124829,22.46294254904,23.69128775017,25.97398542478,24.70141481175,25.78969353487,26.32498037946,23.04402189215,19.95872385441,20.98775682757,26.13759129912,29.36267337606,28.48743768196,24.53524876449,20.43328315381,21.63372046862,21.31479991951,22.25419240555,24.66537415668,24.36820541219,24.8266658509,26.08587904417,26.89031748012,27.49929120197,25.36395297346,25.33261601016
48,"BHR","Bahrain",0.72369125,0.776246269,1.493569833,1.362381232,1.596253738,1.829001573,2.1569734056,2.3882409668,2.557043106,2.353144552,2.3032444212,2.4485823612,2.7464887044,2.85180932,2.81217207,2.7619952916,2.6535152988,2.6340115096,2.6844599788,2.7267356792,2.9506491208,2.9558759244,3.5558271708,4.4452194312,4.4486067772,4.4486921788,4.540783639,4.9415850448,5.2147030742,4.7379402948,4.7917756484,4.8474606478,4.8909787662,4.9990599488,5.0064811914,6.3874978178,21.4406671708,14.1126133225,7.1754483669,7.4530991013,7.7119930449
50,"BGD","Bangladesh",36.6927117272,35.8257638124,36.1263518578,41.695848455,46.6703048938,49.8829841936,51.2193176126,51.9192236438,54.3466888616,58.1789911,61.905606724,58.66922428,60.530575626,56.763930862,58.946034824,61.582623,70.290321632,62.8942458232,64.5197097712,58.7342892492,56.8858741548,45.2836325544,51.5074897756,56.2957711228,57.2027376104,72.0594721924,64.2267547476,78.2826927844,69.9159938168,75.995462046,78.668615202,88.80115004,90.3738991678,92.433146411065,92.7194014226999,99.96801832485,103.5329405817,106.7857602828,118.9967523171,124.5816699577,133.510995195
52,"BRB","Barbados",6.74756477167,6.73089570341,6.931713237761,7.76338994955,6.02693549543,8.30441509876,8.22976247885,8.47716033276,9.8068741811,8.30459054793,8.172108983817,8.367316343791,7.905099932991,8.208869596411,9.33494289283,10.08955442885,11.11226391058,11.67002883422,10.542890745909,9.23972112937001,9.54193624079,11.14032916939,11.75553170253,9.48525163866,8.72055644427,9.58036183231,9.36298086073,10.01733733048,8.49825800274,8.07969504829,9.355409182594,8.837408511163,9.098724956922,8.77356243638101,8.59188240548399,8.824685914108,8.671899242334,8.72795443155599,8.61810006596499,7.953485235404,7.923874075604
112,"BLR","Belarus",591.254299854,591.3491295,613.060761162,701.108600755999,772.206170794,954.692292691,1008.585902173,1059.276974394,1111.646348466,1166.933043891,1225.16580781,1247.518221574,1218.556496116,1190.632219477,1128.789155716,1074.78489949,1017.082112854,985.423443409,898.128947837,805.358280099,978.120679112999,924.2885570912,639.933396487801,506.377072096,455.2689430205,388.2134773905,351.718541564,277.1449979997,262.6977438279,228.8453157859,182.3083105583,170.7376848956,150.8031131838,132.584103331,128.5819815955,110.4537314064,121.0127526756,80.767492485,91.4710174813001,198.6657442735,198.6835616763
56,"BEL","Belgium",942.299467420599,896.2908201232,942.430449018801,989.5459842514,915.46696983651,721.37056862816,774.56716345006,726.99138745441,768.232511013751,758.577710465351,739.86152886505,614.06529116065,579.620952923989,453.30916500693,410.44909370375,385.85635650411,363.91169082243,336.9510853357,315.60684668558,279.21526273355,268.48370103467,286.27948302882,275.45991537192,245.69583606557,240.04654419748,203.4997048967,215.9441229431,208.6187667308,192.6600644831,165.9662766571,156.67244315704,154.93560201025,115.99946701395,124.62457031077,106.84106745942,103.35255177954,94.99147342878,88.9078494547271,80.503763884977,70.5883179746481,66.7524121877581
84,"BLZ","Belize",2.06471956665,2.05889933113,2.355866896133,2.72403746206,2.56484698739,2.62051186991,2.3711677818,2.814143921477,3.0155017318,2.95196407468,2.919588736954,2.241811831538,2.047379263314,2.048749819701,2.030794226533,2.048444079371,2.770857482674,3.110082351744,2.307786142399,2.760717608042,3.317562466039,3.637792924621,3.291806258273,3.075562251098,3.073774350207,3.404080983631,3.427822950331,4.65388986633501,3.676063508016,3.643257330141,4.479818310215,5.323674920092,5.123236473884,4.894493625752,5.059628541567,5.061901574378,5.27415441112001,5.184158561962,5.296790826718,4.900302149713,4.836410148513
204,"BEN","Benin",2.196771445,2.181574359,2.52665646,2.698336202,2.616029242,2.839472854,2.331734773,2.570211786,2.71022477,2.76655783,2.928024433,2.708712377,2.882548746,3.096091598,2.967425676,3.0194483522,2.7927440562,2.6905041954,2.6410535726,2.619787088,2.6099906528,2.417972827,2.586109609,2.64466809,2.781244405,2.7762755492,5.1609887574,5.846910867,5.4933288546,5.7337876386,5.551413472,6.6518310552,7.2415935692,7.2793113106,7.8399450706,8.3536795968,9.4133716016,10.0108483214,10.0523544272,9.922251937,9.9955994288
60,"BMU","Bermuda",2.93337652962,2.93270763337,3.660595504783,4.10408206316,3.70185885434,4.59308543122,4.31622490365,4.696954215444,4.67823878643,4.15209002877,4.37460387333,4.16340140192,4.1011515808,4.60519240178,4.45985546503,3.87068659046,4.182576002271,4.438731227834,6.702396026522,7.3075018626,5.206674855759,4.806347922992,3.957634719372,3.752557251837,3.879793466588,4.057217128083,4.204892429522,4.019756492758,3.426877527531,3.081812669074,3.625187330982,3.533402530851,3.57450036926,3.584841502119,3.798037371715,3.826908332375,3.85005455674,3.812940065988,3.906563501028,3.60074860259,3.59661087634
64,"BTN","Bhutan",3.990251600055,3.982000092467,3.398394238653,4.186201160526,4.137039630376,4.38857002826,4.266318504229,2.01504337493,3.881794563258,3.054170846959,4.0216512063437,3.954960546452,4.312679726773,4.624184527861,4.383361117863,2.338130311871,3.569030913015,3.982648031229,9.788401456966,9.049666864349,9.00256570576,8.7131669918,8.74651573484,8.69500681000999,8.52411184157,7.97269257449,8.78354657668,9.95039860952,9.41147666528,9.28742075907001,8.52432900693,9.75932626898,10.86855142916,11.76284219618,12.57040426113,12.34029642373,11.84435069969,11.67989741969,10.94271677714,11.46416565346,11.46508689046
68,"BOL","Bolivia",10.7695470257,10.7186295297,11.7251806714,12.0689685115,12.986646264,14.6515211587,15.5050371894,14.8977188618,15.5349271538,15.5041506074,16.2527072267,17.3730496465,18.812610519,17.3854370662,15.7484178546,14.1854093031,12.640680423,11.6620928135,10.4887842671,10.68093510388,12.53065142665,11.11746010795,11.00970200897,10.48662147919,11.06352505259,13.08397749199,11.58482109849,20.51216747349,19.47432936889,17.22626390121,16.17393405081,15.05176258401,17.58784472326,16.82356358836,17.80222701431,15.76068995401,17.08072496651,18.03541564061,19.16292722609,18.90739593979,19.16788611583
70,"BIH","Bosnia and Herzegovina",205.0682270368,205.1173393084,179.8047443942,198.2780535808,216.4056639138,191.6531630538,166.9560523524,178.0412655564,180.8140221898,167.690730655,203.5203778524,126.89721269579,158.100527627,187.923817001,183.986880157,194.298739453,184.0340923068,178.5993866294,208.2963554342,202.5294571214,265.4251859646,235.2691893162,170.8918402102,146.1950184743,17.9924973126,20.4512883683,28.6993790349,82.8601398469,106.9540665915,98.7341127877,120.5395927832,119.15538101698,130.82769945978,134.29673071996,133.85034042272,138.58761454212,155.04786008442,161.44169660802,178.50733920132,179.90117974212,179.90220398292
72,"BWA","Botswana",13.85870477808,13.84953518428,13.82915044048,13.81646089328,13.80718142988,13.79540277488,13.79343330108,13.78084408448,13.76300817248,13.74629833728,13.74930406348,13.73102845448,13.58181041288,12.84365226628,12.58647120688,13.51351824728,15.37773722596,15.67566794036,20.14267888576,21.52377855276,24.92587777836,22.76170718589,26.76922588416,26.42692105208,25.45656053988,25.42650561336,22.20529996656,23.00995495896,25.93092679016,27.24730716049,31.98221278816,27.75263180109,29.64069076189,29.74561719109,28.97240441896,32.86254305741,31.22065319021,32.78331190556,31.35475581776,28.05018057756,28.07046890136
76,"BRA","Brazil",674.9369691426,675.18217910075,690.7948235657,805.3658429372,869.5363644706,907.9111147779,998.006501669711,1038.90924362232,1148.70811085128,1209.22354093843,1216.1810102945,1114.3838085265,1105.61127584214,1057.13460436474,1054.8299703605,1114.50050041642,1261.5908616307,1247.89919980262,1223.863762316,1172.96299303242,1106.56860143218,1123.44476787524,1132.76419261747,1149.42757521975,1189.0623838267,1239.17695228195,1326.1597554,1380.06915088445,1360.58126370126,1462.5833396786,1460.492093563,1395.1461841371,1284.8847641868,1216.2017956829,1222.1934893408,1205.0981545009,1226.77971026175,1317.8409281447,1349.8961216089,1238.9700059366,1200.8837068365
92,"VGB","British Virgin Islands",0.07820724307,0.078100890714,0.0903837105779,0.109861957229,0.113257880512,0.114853536957,0.1264954404237,0.1359423836998,0.142397693915,0.1397396293432,0.1474789174539,0.2233119620461,0.2097487300033,0.2376528058945,0.2197986418273,0.202777049267,0.2486927190694,0.2701183176207,0.3466030965111,0.328873021614,0.328926500425,0.3366340543075,0.36429709382,0.327080695547,0.3487226146965,0.3613359411286,0.4156139607215,0.410996018928,0.3756714179925,0.3415038057583,0.3820346570109,0.3732294384301,0.3736332993427,0.4015329507738,0.4274831046007,0.4362407186027,0.4421508206554,0.4765083601591,0.4932519048885,0.4547313771945,0.4536506525945
96,"BRN","Brunei Darussalam",0.8409902588,0.8367681442,0.8439112588,0.7005866674,0.8293703274,0.8297269504,0.9139043364,0.5290515982,0.6692730338,0.9074399802,1.848363987,1.3827457062,1.7272441438,1.9111999774,1.5351486228,1.6408129078,4.787861187,4.9182748092,3.2836187572,3.4435092122,3.6752162268,4.3329149852,4.843427975,5.0647269552,6.0232442086,6.1561999226,6.1156323208,6.57445439,5.8401450268,5.5337280764,5.878957293,5.8615243944,5.7298449288,6.179498628,6.6924923288,6.619667108,8.1488778324,7.8470677436,9.4654195652,9.531464632,10.3735254648
100,"BGR","Bulgaria",664.4798451312,663.1227831876,695.8427797542,693.2324559264,737.583880241,809.3859173882,804.8662131024,873.788610404401,971.209621088,1006.0557976534,1019.244232008,977.514476159,1017.103768614,980.590227164,949.81818386,969.642327784,1032.076628623,1037.334953471,1001.663183613,986.147044042,935.516824947859,703.0194420312,731.0835689359,708.10944650905,686.72460548515,692.8366862151,693.98637560925,683.96825088385,519.61553685435,442.44093738325,439.45688299663,498.55591512485,457.12637062805,502.68965334085,494.970251821825,489.4015559097,494.524348211547,555.901346530919,559.984720876871,514.40957578146,501.82310538244
854,"BFA","Burkina Faso",5.52648414382,5.53002837382,5.93816842541,5.66482132257,5.93471579638,6.3237559452,5.62025424515,5.70346257164,5.69090964343,6.56430727011,7.2605633154,6.63765557612,6.27666013054,6.31103818589,6.04564851647,6.29366247356,6.52041580787,7.92594687,7.51673411818,7.2491279237,7.22563601149,7.76552012471,7.87971492114,8.10345996644,9.13689254935,9.39034339636,9.65018264519,11.41261840113,11.00833053306,9.24754293673,8.83373851775,9.28955631047,8.517051513194,9.009334605723,9.75945310034501,11.61691471998,12.958710051745,14.97231994822,16.99009933952,17.21921634492,17.28785349892
108,"BDI","Burundi",2.024836018565,2.026448566765,2.098040352423,2.035949430011,2.075853299032,2.207174173209,2.154831067865,2.178094324811,2.226089405477,2.454351201911,2.696028734015,2.616282921551,2.634980550652,2.751572703138,2.819542623012,2.96166999629,3.05780440668,3.475911739891,3.73892767334,3.77345262653,3.980567672946,4.175580761396,4.126445025624,4.272078664417,4.962302442176,5.060356313798,5.302833676658,5.869928920917,5.860158536355,4.885634028925,4.83451068539,6.454175280725,6.762196172191,7.073497421945,7.132737307409,7.258293048271,7.607680028623,7.866266268167,8.223501024626,8.350583657126,8.342971172126
116,"KHM","Cambodia",19.021757527,17.138585484,15.546241809,13.692320523,12.84253306,13.826509258,14.011485902,13.9114382,13.878038926,13.054185588,15.22823565,14.74863828,15.62272648,15.61769913,13.69293111,14.98512266,15.25676602,14.68909752,16.04165947,16.17825853,15.98422257,15.62062182,15.42823986,15.81631994,14.8755538,16.54969258,16.95955229,20.61244696,22.16166611,23.60213027,25.01526589,27.51914278,27.88389067,29.98808682,29.2250585,32.12092205,36.69435338,41.63081723,44.12128761,40.64159053,40.32836417
120,"CMR","Cameroon",5.893634006,5.8696963,5.952287232,6.013428055,6.194028124,7.199829,6.7922232706,8.277496116,8.914018301,9.2292492194,9.9298639166,10.7359175178,10.705647223,10.8100102546,11.3332194952,11.653805504,11.2185046364,10.9277076594,11.6270640484,12.8023900724,12.5851845972,12.07272873,11.262889277,11.4352607498,11.6817726764,11.464759318,11.3647481494,11.6376599682,11.8665523454,11.4250726848,12.2680635354,11.9241139232,12.049732431,12.3645851498,12.3682707776,13.489772027,16.6903925824,18.5637353446,18.52687811168,21.94418458676,23.64975952104
124,"CAN","Canada",1537.59465117658,1520.77834658853,1550.69153558065,1658.4800493543,1671.35477474678,1514.11949870788,1579.02921575604,1607.70913325609,1660.17082150902,1631.11373810008,1685.35352110184,1600.94862975425,1517.34705320745,1499.90152773066,1515.21425699209,1445.39681953924,1377.63795501388,1461.58993679109,1561.07071221254,1629.1753043532,1516.47958785618,1516.31942714859,1505.72432386507,1358.38498056493,1351.20966332695,1253.07752208119,1227.33137013897,1288.22651472682,1330.70822696869,1300.22451302542,1354.19937969931,1338.75938348304,1278.8116348069,1292.55615197659,1256.05605410431,1234.10773796585,1162.33089403373,1201.44502150624,1138.50376095019,1029.14470371178,1041.46451184431
132,"CPV","Cape Verde",0.24444406262,0.24405239832,0.243482076278,0.249205148891,0.257681044019,0.257290461463,0.687109063944,0.731302150908,0.74118455413,0.84539183572,0.880473161619,0.855179836916,0.354351919929,0.393879775145,0.474861367407,0.461960442184,0.21227629958,0.23570383887,0.313781214567,0.284285514161,0.302939522347,0.31000920895,0.296894627227,0.280105066418,0.26048307414,0.259213893718,0.28065158423,0.307816083496,0.313167152143,0.330500491741,0.476863998737,0.4150748234495,0.43533892037605,0.4460467614769,0.4578690122029,0.4741438453447,0.4475600967545,0.4783774764567,0.5072049053293,0.5066913321093,0.5048269291093
136,"CYM","Cayman Islands",0.521223071147,0.521027834979,0.770412376404,0.784397991747,0.706056763237,0.903922398459,0.71755738911,0.840168508579,0.722866291931,0.705248660205,0.7899837779316,0.9440552218423,0.8474006576636,0.9244724651676,1.046859022042,0.9039400124986,1.0674008787332,1.1037114136155,2.485483819538,2.342509952256,2.370278677767,2.428111736255,2.432854279417,1.96707836639,2.243357428978,2.564272319834,2.586529276807,2.497923622974,2.146809338994,1.910484644533,2.1514025936061,2.1235779119233,2.1113742640261,2.0290981468598,2.2387241806112,2.2668210058716,2.2352679484174,2.317013714421,2.3835879196393,2.1967059855519,2.1933417655519
140,"CAF","Central African Republic",1.91379826121,1.91569742513,1.94267884012,2.077003270977,2.242789814564,2.252879149679,2.16751947234,2.23347311392,2.22811521645,2.6277987184,2.752814941733,2.6341099975,2.63046397513,2.66836776888,2.63225762855,2.70983169777,2.72617607104,3.23159486596,2.98030152251,2.94265398752,2.78447449842,2.93480917937,2.990643459402,3.013535938699,3.206658289933,3.258752928862,2.970703883267,3.37422346807,3.290499172553,2.870799225465,2.969730173255,3.09298039402,3.030995625793,3.119511054969,2.936025696806,2.95027425719,2.949378401532,3.086863238563,3.190726608566,3.224270219066,3.224074164266
148,"TCD","Chad",3.429990747048,3.442312670148,3.690971780613,3.769579433096,3.892909696042,3.872054300882,3.565755218612,3.609146233642,3.625134464317,4.481759018894,4.868738183469,4.271533042278,4.208282430238,4.16964067496,3.597232208415,3.802524034689,3.885302109347,4.850070117459,4.128377065569,4.21146248718,4.204713237445,4.517957259133,4.490664674139,4.246444676513,5.278868623581,5.424579374666,5.360841684074,6.181929956227,6.097557288695,6.322964526963,6.228063173153,6.528168873191,6.436661107986,6.832974757067,6.405907541338,6.537005151437,6.498076150094,7.117868898807,7.191959864024,7.413543406694,7.393789486694
152,"CHL","Chile",321.31089625257,317.32373913157,318.118858181,296.406820914,312.803431947,284.151763106,323.056776999,337.423778542,351.493453059,366.483544916,371.4387151386,369.8887286615,356.7682932533,360.4422326141,378.8908086589,364.41625292034,370.1180599752,362.72258515333,413.30844967486,470.37092746215,475.87685507132,437.71588134443,418.75285385511,419.63085690401,435.17446023663,462.53591802355,523.88582925125,570.99095457465,529.03100321608,523.939228325362,418.93641495517,354.23900885087,333.69019176307,308.81584277909,362.24064321399,399.91700029301,451.09838153339,573.964299165271,600.56579210239,545.38123036631,557.11244355105
156,"CHN","China",8211.0861502296,8217.889756439,8640.041407008,8864.2845117372,8941.73772207699,10345.26014036,10651.800869125,12072.664621085,13572.808394448,13688.34917084,13381.598727535,13282.092988031,13837.913064553,14428.2017011392,15637.3849255032,15688.1751592762,16309.0779211627,17406.679040967,18591.354960447,19026.8450829908,19218.6769607977,19814.822072476,20182.2652304329,21701.3669770528,22174.8317153208,23871.0379607078,23999.0139008273,22659.3654757928,22798.8973932619,20959.2059893348,20084.8066012281,19775.100489021,19915.5319826931,20649.755647989,23132.4620416196,24142.1295126206,25739.0660804796,26192.962926354,28674.7035553767,28742.7340702707,29989.0973545906
170,"COL","Colombia",142.43113632334,142.47053467374,131.39933049772,142.36807573806,155.47940451438,118.7177362537,126.7607091757,135.338553506,132.52392069612,128.5593961665,128.78215633784,129.496705384,119.883131236,121.4976140021,126.4972080658,135.5922182782,137.5709063334,142.2238235643,142.1759596665,154.4108642152,156.3302241059,163.4552503213,181.32060445989,180.54058669546,179.52087639222,179.2521630888,170.7298841307,183.50410495044,174.35999457549,149.86084218482,153.22439818472,144.38818465218,139.6656967072,133.381884695,118.6559210655,120.90792531846,118.2785454405,121.3675231899,122.6899879436,134.2685023156,141.0742767018
174,"COM","Comoros",0.042339565852,0.042347470082,0.062079195708,0.044352376186,0.047697343533,0.06173613098,0.106471974671,0.113285433107,0.113075793733,0.124947942282,0.131120479515,0.130515110306,0.124988301305,0.134936211947,0.133561907789,0.115518184329,0.132834519311,0.139828198562,0.198200920786,0.17476357655,0.235380845337,0.228821162794,0.214825750948,0.204931335789,0.228129343321,0.240108963085,0.255125140533,0.277991719003,0.2829675633825,0.296675460373,0.306717461913,0.3840136974695,0.37255665942725,0.3549801481699,0.3667314855784,0.366047335791,0.3790276776843,0.4539046078304,0.4995647079062,0.5021106492762,0.5016373754762
