"iso","code","country","ATL.raw.2001","ATL.raw.2002","ATL.raw.2003","ATL.raw.2004","ATL.raw.2005","ATL.raw.2006","ATL.raw.2007","ATL.raw.2008","ATL.raw.2009","ATL.raw.2010","ATL.raw.2011","ATL.raw.2012","ATL.raw.2013","ATL.raw.2014","ATL.raw.2015","ATL.raw.2016"
96,"BRN","Brunei Darussalam",1244.45382286764,1088.84559742009,799.176721316957,1197.13619644045,1278.31859942242,1013.51442523327,1564.83281504741,1299.95055037274,2169.47392620217,966.98652007121,2620.363234879,1836.78286666817,888.325365629216,2224.70589752025,1761.27063066048,2572.58412813653
100,"BGR","Bulgaria",8202.31911166046,4638.73881243043,5198.71555775023,8170.46630671001,6566.71056122695,5171.12384083482,9557.28192494987,6448.13476697675,6099.64091439735,3569.08975964888,3331.69064223799,9977.50572537309,3692.76314006213,6688.62212062237,7293.17985887087,7394.53885811376
854,"BFA","Burkina Faso",59.4771051123927,4.3029108998287,2.0382434837964,8.6050909636657,16.9077620046447,4.757071364583,2.8680846058648,4.7574990218972,4.5317144290425,6.957261038633,15.3187652685324,0.3777338635654,0.226484286647,0,0,0
108,"BDI","Burundi",1417.24695708643,986.936212552877,1325.18331831395,613.87883329135,985.302846846122,343.567625726103,1861.6868708823,1999.44533270984,882.776018451822,1905.43301031051,960.586530516499,871.162920407537,1405.646046667,2047.24018204099,1458.3785204172,1575.87445005656
116,"KHM","Cambodia",28489.9423297197,54861.5473490616,56834.9041381781,79248.1206473029,64649.5015614538,80503.3679810974,77677.629655121,83485.7598578932,121033.358959165,237874.976458564,192136.237237193,195567.814809638,190108.975684402,161809.860764456,132708.974779867,182462.407335593
120,"CMR","Cameroon",39203.7171811948,28766.9515705178,25344.8463571147,23003.297926714,25159.005570637,35986.0411076178,45916.052305711,35141.5992778182,36072.0119066089,57991.8669829803,27651.7451084391,51267.6024746567,84612.4150293335,181851.004504561,78969.8832262925,116619.230026566
124,"CAN","Canada",1358154.95874234,2316887.7702364,1607282.57963982,2706458.81980171,2920793.23860847,2406190.73630103,2117900.22117204,1949007.83721092,1550371.98728146,2104876.32767062,2160700.60129274,2545494.22398935,2807337.59158797,2643608.54117987,2733439.41840804,2084425.67487868
132,"CPV","Cape Verde",7.13645079431299,22.834003097311,8.9252224143169,0.595131590442,5.4793040975039,6.0242471335139,0.5917711814664,0.1481453682785,7.95718726364989,0.892166425689999,16.4094434623488,8.99303695634309,9.7708389331553,4.078788125629,0,0
136,"CYM","Cayman Islands",20.681612199962,5.598244417075,6.324797603699,47.103076237322,9.160497888906,17.9594201277368,17.864127307143,32.34618677929,29.883315680709,39.793367722617,39.7747124245547,9.227671762846,18.105493018028,7.70538520406699,0.0725170953885,70.0605003610263
140,"CAF","Central African Republic",31288.1116602511,34427.8423420648,13747.8764207878,14591.1973490738,29322.0981898823,57889.5850953067,37320.7319045415,31862.3589869761,48264.1008743735,48577.7678833092,49145.440805415,57344.4869398204,44213.2040331885,57877.0493292208,27343.2033807899,51169.9250913991
148,"TCD","Chad",883.626479928622,1958.47582986449,193.541376089547,456.728612717746,472.372702926142,2981.89700906908,1001.07737120758,3402.1114847186,1065.52305455074,254.652473862473,920.000178798401,2491.10958136473,2895.24709254694,3000.66587315319,2591.36846149363,3165.96322905415
152,"CHL","Chile",72711.3028069276,78080.9729822798,82843.7640363459,85728.7824274671,106925.718613695,91923.2393902313,121652.328860711,123068.313397705,88566.5769242129,91495.5434570124,99349.7440206168,174809.511850306,102242.771870195,119335.125255052,106106.683652386,113904.393784381
156,"CHN","China",230280.205177052,249146.90473337,261754.295661144,501510.278060889,383580.449830402,575223.34712677,652945.337735318,737947.778753459,599570.681271518,627788.050826591,598560.37131569,604939.703134246,441290.639343953,531599.664333247,490431.385453671,718643.373222512
170,"COL","Colombia",229816.199174627,182041.599793085,122305.136893771,253530.936719549,188565.423850933,189789.907361799,268856.656410063,231669.186602101,237740.181202862,196921.410467492,189719.470794343,227481.418347707,138750.104455011,201836.882149229,140671.99463721,290627.048718018
174,"COM","Comoros",36.97369320806,41.2039342342899,26.65331394628,40.38383804609,86.55857498987,12.963659929753,77.7283932469,34.95359877598,112.2063287313,92.29998245943,122.61209919999,127.2928518464,1729.726219438,1473.86207744499,429.4617172439,124.364788137441
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",15461.8794494668,13289.1490860968,8260.6077547613,9767.12526809644,16562.803749632,10059.4749625995,11447.8732911687,21875.1169200823,22464.6308788691,13145.2670910882,10495.8142971251,10367.071752756,7785.58705184252,10934.4472090036,3299.6049326069,13791.3942399634
384,"CIV","Cote d'Ivoire",122711.450238349,144559.983776369,86282.2967878313,48048.3372228335,65320.7348639988,97780.5753775128,90864.7635825953,127554.833134345,108875.815204321,92491.8575697959,124683.492728158,96128.7377214718,175758.668357231,346792.569241169,152432.452051481,221099.811264929
191,"HRV","Croatia",3378.48960363636,2340.17949217601,1738.9804920798,6727.12796009376,2747.17045084913,2204.19890651328,3237.11240445952,3890.74725456172,2902.63975645763,3499.24826148093,2918.68984776971,5004.42853729967,2997.75268271786,4559.43177126887,2669.04806955086,5372.96312116209
192,"CUB","Cuba",18942.9087780216,15035.8473832067,6556.68391545604,21973.7274732532,12833.6032418092,12305.0878221182,7873.76079835297,17083.7357665933,16259.9006005549,8608.08925523579,16312.7517092087,10344.9779877363,6071.55863103564,5861.46836156283,6725.97820244525,74052.6980642955
531,"CUW","Curacao",0.902788525511,1.27928368844,0.8279577079,0.60184054843,0.677289202034,3.46068136354,4.21289018006,5.49251806813,4.66494984663,1.72985127523,1.35466196401,7.37549863179,6.24501854071,2.33307860479,0.902911881673,2.4078543102529
196,"CYP","Cyprus",78.6289020743689,31.7432440211249,25.2291678133049,87.5556410115729,34.6505725567005,58.6032257400039,778.239278381392,94.796704379784,56.438210769232,63.95480701533,118.526392799303,54.308033935755,13.50459562136,33.30200692316,20.434459206386,568.915394140532
203,"CZE","Czech Republic",3453.80582517769,6762.04287564153,3921.32344482168,13449.2245437464,25528.3307264007,8602.38886891471,21312.1258036343,16860.9454225217,13502.1877935145,15433.432295615,21841.3338756239,14003.8898247716,7652.88788612,13932.941507752,8040.63071485285,22792.2109563184
180,"COD","Dem. Rep. Congo",455435.492839964,514282.535245824,274632.459298528,400048.022786197,485217.9016538,453035.30945605,462704.803101058,404791.040398275,635134.28561981,810282.364077718,429369.169638641,630701.786059618,920508.53834441,1337532.58741296,927932.045715934,1381064.89956894
208,"DNK","Denmark",4329.29585318649,1204.48993902496,1579.71326026976,2413.81285344562,9048.8040028049,5213.70671898064,4381.40730364477,6060.80810628113,6645.67894965939,4427.72389702867,3132.3822869393,4451.95235269025,2015.36662649591,5320.77049462416,2583.23042575242,4656.3405200431
262,"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"DMA","Dominica",22.792755510828,11.8747080399367,27.238702436065,79.35513134405,52.323152614822,25.3827016241339,40.3000014091059,93.373683696706,73.7804003225119,92.1203673105518,44.4631831496201,144.723835723269,22.118610629877,12.2449579209553,1.855631711333,7.1239767560221
214,"DOM","Dominican Republic",11246.8100655447,10435.9798696588,10714.0015805177,19387.8687257687,25088.1048256232,13413.9153997316,16059.0618561925,21612.2082248505,13966.8428582045,14102.675787781,12960.4219810584,17905.5694946398,12703.0671960174,13678.1400839255,15090.56348015,24907.4048392167
218,"ECU","Ecuador",45241.7180099173,30000.832192192,13946.8958555623,37557.4831322185,40557.4367448603,35768.0719278847,60702.6026484832,52066.9297301389,57792.517599656,33912.515787206,43720.8219348114,74420.8436137689,48484.519447041,31069.7821144293,30238.8015753733,44355.6132673012
818,"EGY","Egypt",147.764942681249,48.8132505829734,61.0118780439985,101.449239526546,52.6510940615605,38.1259103867814,78.2701398878984,81.4668298391007,59.5683437504969,98.1823058850158,102.623336577568,438.853428051173,96.999294363416,115.003075062195,31.643148498705,36.728029662014
222,"SLV","El Salvador",9499.39162403756,4666.50981707797,5983.7005959757,4554.93620820926,5880.5464312026,4604.31479461651,2984.15894803366,3324.58699047658,4283.70682138742,2873.01771746086,3242.21900684562,2535.7461814141,2053.48863295368,2319.72696400514,2388.83419695831,5743.541113568
226,"GNQ","Equatorial Guinea",3585.41910142381,2986.11054417871,1961.18753627336,421.430772130942,1608.55150566698,1255.61553886661,3141.52725152393,4821.67587377185,5684.84464312236,6592.9424589594,7706.36452910467,4952.74097306216,7289.62996008824,19211.1765211502,7468.60013499723,9544.93400718054
232,"ERI","Eritrea",2.529524332594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",16872.434505275,21918.3864540179,5632.56197860911,18106.2207010261,14818.2134534541,21731.766073141,16188.5950671382,18296.5116058037,18822.7001197316,21496.3788421935,27199.285047966,17685.1113591638,17088.5005114542,23576.6510212587,25420.295895457,36334.9083517651
231,"ETH","Ethiopia",11947.2472435626,13074.0874089767,13936.0412235021,13396.2621576341,15868.6334062205,12075.9388634445,25608.5731132803,24008.6280058775,29279.0203063513,20184.1565178067,15462.7344756275,41631.93539087,30851.2311528118,32725.0726334873,10276.4709465889,19581.6431074808
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1097.76405439703,703.2099391405,1572.23590400439,2079.81368388847,1665.63731883512,1874.41880590592,2148.46709784079,2387.25711059939,1790.73982408685,2346.7643181664,552.80239266278,1219.76655060918,2699.4073129585,3689.01462228229,1838.35267913682,8372.99407660363
246,"FIN","Finland",151003.253070433,142432.40404864,89696.551154784,146602.384654702,230333.52063237,182294.793957988,151914.839135665,200192.033960009,176320.225675229,167507.317854045,159354.700891611,160310.448060573,148660.937300759,186628.871111795,172639.395117399,240428.385273571
250,"FRA","France",34420.9633943324,33888.3971718407,26393.3341769587,76134.3445618035,46390.5910509771,55049.4743614613,49246.1731744126,86955.3999253486,67053.5991760153,143265.209643211,64074.316862991,67302.6184320804,30351.8369327214,44359.0636558108,37292.5303275955,60768.4695060117
254,"GUF","French Guiana",3033.28774855333,2496.70374892936,1889.08160143028,4805.02546736791,2840.6533118222,2534.97068972503,3328.10883444348,5223.395382078,2861.95399668118,3205.63508830732,2708.79684456325,9772.7148581323,2967.79719188454,4195.6171076161,2867.50265189004,6127.21134166523
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",15082.6377295982,13851.8466616647,16845.220309571,9981.6556143711,17699.0180825406,19300.7615567344,16501.4757479297,17367.1659872723,18252.2219423122,10674.183857783,18160.6551583913,17476.082580571,44448.9283465519,48752.3407836773,25472.5503390132,32150.6179155351
270,"GMB","Gambia",3.2974218630407,40.157640739639,10.5654366455148,63.0847225029326,5.544739316438,6.29441537335039,49.605467976366,297.212836177915,8.9917780866561,23.827262735915,30.4226269952461,40.6902720651213,12.216742302778,17.463359957041,10.040478170671,5.17054124228
268,"GEO","Georgia",666.556366612199,536.442198024999,292.002685028794,1967.06271476857,548.999496437881,531.353052568076,992.446000076391,745.617969514335,448.36638085799,818.591827355056,539.714363789821,472.998931995142,252.250083657356,113.741013190586,42.8506223956069,523.421991056176
276,"DEU","Germany",15286.3805678836,15303.2623748892,6448.52613523307,44939.8899995396,39738.1813826461,42652.8848688246,93223.4813494099,61696.1710857716,28758.2981514729,75677.996107909,34271.5520455668,26005.4798829894,15499.3685199142,21169.0689145829,12929.4928975613,26877.0090973699
288,"GHA","Ghana",43644.0561729886,78395.0529835726,24955.2490247432,17625.2405063571,41346.4007809178,27136.182643332,40172.3705594414,37848.6647131904,38252.5253896628,19500.0036744062,36242.6301131289,36625.8684150764,81228.458826855,120298.117084596,57407.3875922143,119244.561757077
292,"GIB","Gibraltar",0.187285636964,0.124829410347,0,0,0,0,0,0,0,0,0,0.0624179297309,0,0,0,0
300,"GRC","Greece",12616.8220221466,5126.049313138,2562.5351736098,6813.6906173229,4180.5577148751,7345.9701697697,46061.5569597849,21197.2076812536,6564.26725021699,7785.2990200659,6198.6165019786,13242.084540183,5906.555994044,3803.1537480485,3840.0029775573,6034.19990319447
304,"GRL","Greenland",4.00402388646,0.121338122995,0,0,0,0,0,0.242656421404,0,0.0404464240712,0,0,0,5.2575113607,0,0
308,"GRD","Grenada",32.81085886816,65.837746863052,71.34625369099,631.017574153326,47.487667363975,31.53202039365,67.8128933733066,64.18114656373,93.7696341414,159.55607142808,40.18600682172,39.735957882081,25.35640135325,83.83836114648,6.69800776481,59.4497626575252
312,"GLP","Guadeloupe",320.702385566442,50.8854189578163,76.8774993385677,191.170012509526,223.080186235859,62.268456230031,158.303118904288,134.859361356094,118.3236838944,127.385896946022,73.9069300861942,294.822413656425,169.93876361594,198.117594530771,71.3970707282237,70.0242340449936
316,"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",53310.2488765947,55600.9346132348,98173.6756544034,56448.6091819711,100829.289724611,52558.4035637817,126556.724619711,77172.9599144515,86944.5050095155,59668.2999435472,40586.9012393017,84044.4408750519,55148.9962731968,61831.2902441035,54147.2659068088,178396.804037858
324,"GIN","Guinea",18571.5258558796,28933.3980226222,9229.45800857825,17158.3261013754,14580.9356318728,15305.7241262758,33821.2713508418,21481.3618744837,23388.0049607332,16045.5898695415,27637.9609924025,24485.5686554763,146183.808304919,132716.12199443,161820.018033913,216012.265506618
624,"GNB","Guinea-Bissau",2362.15302834602,6073.79725891755,1021.87736427075,3539.10215975095,3928.18624821616,2018.27363047625,6044.02762129141,3248.36175395707,7963.97350442799,4900.40665550519,4283.91116133403,3511.44947592645,20704.2271858774,12858.551513583,12661.2169185727,16120.1455297374
328,"GUY","Guyana",10039.8677069019,4827.39497919552,7418.60694321961,4062.36700951886,5832.15395639979,5933.77023800917,5249.63206042298,9460.14317839418,8267.02650620667,10098.8859115345,8362.98817154819,13111.8280858264,7117.30561564812,12154.0034261942,13084.1790398617,26512.1367053734
332,"HTI","Haiti",2469.04829834562,2120.38050484005,1070.16207484871,2382.80063563543,2033.24090065041,1162.83978557017,2077.21167648162,2191.5489272137,2464.67131535135,2084.36117709518,2564.21003283138,4272.7468347606,3181.21137309932,3858.86579151982,3087.5647956958,17267.080063651
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",42380.1744567358,31528.0123278371,33624.7732750099,26455.0710643801,40471.6628640121,41630.8620879879,42412.3849559284,43299.049545299,51514.1291053735,46085.2551317118,52571.5529296654,32305.4951965665,43631.8432750326,57481.6225084878,50242.4868473625,188442.867328477
344,"HKG","Hong Kong",7.9812912139205,15.6115564083523,7.0572393548944,18.8889072434776,8.76826127148159,20.8184723516893,29.587736637883,26.516980519416,50.1099573203989,12.8991444749265,15.4686400241756,14.188197894124,5.27432569459959,27.7235473430012,23.721396680536,43.0422953433075
348,"HUN","Hungary",7522.05933181748,7711.03736961211,5733.07502528204,12008.5091346924,10398.1454615685,7989.93471026956,9361.07127713906,8911.60298531826,10072.4672444334,11255.4878597725,8225.27576927984,11921.8582732555,8951.92866827749,15139.9478800539,10720.012872798,14020.675000515
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",62341.6432279085,52998.617743883,47740.64819739,74109.8406984389,62491.3722928733,67348.2515437465,73869.5387309267,85904.2459866278,79158.5078710932,51199.4118439838,88380.4993630845,95016.1327147264,80811.1484908957,138952.115647451,116102.821365863,175003.699448689
360,"IDN","Indonesia",745239.800223729,856936.109020794,545404.592197042,1290537.62867032,1184009.50483253,1434927.34902595,1388842.28899457,1397191.0554402,1946569.63327355,1280668.51720877,1544771.87348292,2262188.91133268,1140026.51341915,1896868.701693,1748412.93400242,2424127.64555647
364,"IRN","Iran",332.483705374397,557.752371047495,326.675020604027,276.002825829967,173.021953405294,140.788850764796,131.059276322523,374.201338121443,191.287619242915,195.790067607896,238.912150146184,407.391273894267,72.230931497123,77.5886140103333,0,2.4079650067842
368,"IRQ","Iraq",16.0266364170357,10.6200603149678,19.6167249482697,4.42148586326009,4.5564052894176,6.24004359786619,10.3285448565326,17.8029133537786,15.7966319929751,13.4154411188646,3.2901355319532,9.1320248724474,2.5319020433619,1.4943152282023,0,0.4917362710351
372,"IRL","Ireland",9559.4741408654,5298.28093939795,2262.86518220411,6865.77298899599,8093.54785607554,5248.2754624831,11681.901580885,6923.78620744416,7230.72385081884,3854.6787514078,3108.82826913243,5825.9025876794,4772.8267584927,5717.7499434982,4484.16913772738,9388.15692134288
833,"IMN","Isle of Man",15.9754376166909,13.6648597992523,1.8172980330266,8.578916820355,10.6934906724438,26.2444750327103,30.3883846224579,0,47.1186373502536,49.9563964238526,12.0394613852428,31.303038709747,16.8323275070282,43.0250572197079,11.1162656740984,17.5784129797308
376,"ISR","Israel",145.965238054717,111.730678502223,30.17165819315,67.75739584081,137.286097903577,132.227680381157,47.960470124104,65.0559230837,93.09575980327,89.079576049252,1065.39235168429,49.2301896985795,45.7307081948919,122.084869460869,51.332728029504,64.8712980901473
380,"ITA","Italy",9871.49693166153,10931.2275539187,3613.19103839767,17224.8773447314,10896.0610145671,8901.86535219764,11590.0557139563,15153.6151286327,14792.7006997561,15806.3768230646,11450.6265712194,21489.4526584535,15524.7235268146,19832.7640607566,14124.4624501161,24721.5909756688
388,"JAM","Jamaica",1246.24152332779,1647.57063708038,1029.2740343534,3901.152524711,7597.8567563253,2797.68366767829,1269.9152592993,2026.9209482464,3538.2817772071,2364.9480667494,2385.2224200131,2603.68579339262,1327.6690304925,2837.9771898482,2903.31488264968,1991.38966716673
392,"JPN","Japan",23977.4616188668,26154.03983372,19747.3642544415,37312.535035444,36385.8907134321,38974.453828156,45585.7781592995,40839.3151011697,40894.9908594317,35745.3247265486,35955.3268893194,45672.0636101717,23234.0784764089,28175.666668861,31145.4027587025,54993.7316225239
400,"JOR","Jordan",0.522028031092,0.196107558326499,0.0652596030849,2.285148838602,0.0654041001508,0.783579141566,0.3919256967576,0,0,0.0653063920866,0,0.130553282691,0,0.8478206387913,0.391583751557,0
398,"KAZ","Kazakhstan",4534.70274132628,2952.30662372335,3351.85890071919,5513.10185028445,3166.54280120734,3142.03763378895,4605.4376394045,4548.57774634513,6432.64749759838,3108.91585636619,4852.27984755813,3741.5142676428,2863.69178347202,595.715817997605,181.162293676903,1288.55061220388
404,"KEN","Kenya",19027.211048878,20287.5262199981,13552.8107569832,16988.3282957679,12745.4328609603,20656.4387829335,26102.9600814801,19224.2086925324,17696.1260875387,22693.0100618133,17299.7572655112,17899.1367032284,13563.7662029031,15356.8393163453,15615.5008608199,19048.3069610927
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",1122.2054286087,214.907882253864,261.324177210715,572.839652030032,313.831703489358,519.987044479272,811.023821245424,1143.16179400195,777.01121187528,468.277228589248,802.003887875135,1738.52193659225,767.741249670069,760.625678404109,470.779866734077,912.231316599378
414,"KWT","Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"KGZ","Kyrgyzstan",589.226355996731,305.457479793419,110.789560377585,192.268986024381,82.0509348795853,110.583159869242,107.429333462999,106.686954320428,201.215992174682,260.973815785909,111.982280547244,84.6566071593554,26.8139791319213,13.509691792631,0,11.5247770865691
418,"LAO","Laos",36474.9855039709,55929.8559018979,87056.1598913729,64239.576994269,68296.1290976173,122650.067026268,132976.168117064,80543.0144358946,145536.078411283,167054.404281227,130920.760440746,147520.035389284,205582.806318997,243816.412487041,284993.368899793,387997.361726875
428,"LVA","Latvia",24907.621124483,29175.988194322,21321.415898293,30638.9065365,40712.260751773,38893.5032535219,36128.711393613,29308.3549632599,34916.2238714309,48507.109982471,44737.56113471,34285.458226145,27766.438976939,32203.119553275,30829.6865162509,44945.4622309998
